statefp,countyfp,parcels,area_m2,area_parcels,government_parcels,ownertype_known
26,087,43628,1696901479.4,43628,526,43492
26,089,25222,885808478.9,25222,434,25177
26,091,55193,1972304679.0,55193,516,52097
26,093,96395,1784768983.0,96395,559,1035
26,095,10076,2361483419.7,10076,1593,10057
26,097,22472,2783350066.0,22472,0,39
26,099,375618,5254446552.4,375618,3273,373351
26,101,25621,1426130196.2,25621,1039,25022
26,103,46874,5224198338.9,46874,245,3724
26,105,24583,1303315740.8,24583,775,24374
26,107,33594,1474905874.6,33594,507,16113
26,109,24451,2661849425.9,24451,639,24356
26,111,35707,1005837194.6,35707,344,17319
26,113,16192,1512315058.4,16192,407,15380
26,115,71343,1318175373.0,71343,1206,71267
26,117,44067,1866727295.9,44067,881,42009
26,119,18933,1441955331.4,18933,993,17868
26,121,84722,1296510322.8,84722,2481,75017
26,123,40421,2254000089.5,40421,2931,39316
26,125,490567,7085488089.1,490567,0,0
26,127,26431,1396803911.2,26431,2326,16757
26,129,25939,1486821828.8,25939,210,273
26,131,13795,3402763765.4,13795,1336,13794
26,133,22271,1276821321.4,22271,114,157
26,135,14822,1502504684.7,14822,689,14242
26,137,27714,1137990757.8,27714,26,82
26,139,117832,2249911496.2,117832,1199,117799
26,141,24397,1561976888.9,24397,699,24311
26,143,34430,1401355615.1,34430,882,34411
26,145,96798,2064386013.0,96798,266,635
26,147,88520,1851019263.7,88520,2329,88490
26,149,34337,1289475231.8,34337,454,28265
26,151,32345,2492084740.2,32345,139,203
26,153,13618,2997489307.4,13618,0,0
26,155,35611,1398734603.8,35611,708,34069
26,157,36589,2109416677.1,36589,1018,35561
26,159,51289,1562407959.8,51289,1345,50969
26,161,126846,1799818404.4,126846,721,10543
26,163,380440,258549349.8,380440,8926,380398
26,165,26220,1511207578.4,26220,1790,25510
27,001,42999,4733892797.1,42999,8512,42999
27,003,148037,1100314714.7,148037,4608,138760
27,005,34878,3753531458.3,34878,2273,32748
27,007,41603,5505234162.9,41603,2877,36508
27,009,19486,1028264930.8,19486,725,19486
27,011,8059,1404172186.0,8059,599,7138
27,013,33664,1859639998.0,33664,1299,32984
27,015,18681,1618641323.3,18681,957,18485
27,017,34062,2293563285.4,34062,2006,32998
27,019,47715,883322856.4,47715,2036,47408
27,021,52246,5914833922.2,52246,3919,50406
27,023,11814,1522222688.9,11814,978,11145
27,025,29932,1118853109.4,29932,1182,29710
27,027,30878,2710600933.6,30878,32,14110
27,029,10717,2127229624.2,10717,512,9606
27,031,12605,4156758639.9,12605,3062,12080
27,033,11182,1686745401.4,11182,876,11106
27,035,94133,2899385386.3,94133,3721,93356
27,037,170975,2092653363.6,170975,1,2
27,039,12418,1099925492.9,12418,319,12394
27,041,33505,1874207939.3,33505,968,31172
27,043,15263,1876199129.5,15263,690,15056
27,045,20996,2267566465.3,20996,1095,20047
27,047,22252,1800587880.8,22252,769,22252
27,049,29206,1892912272.3,29206,1206,28990
27,051,7712,1491751280.7,7712,255,7112
27,053,448857,2128890525.7,448857,8011,444534
27,055,16584,1455466804.9,16584,1070,16241
27,057,29360,2432325123.6,29360,2061,29233
27,059,23639,1099417635.5,23639,737,23428
27,061,78231,7427027616.9,78231,13324,74861
27,063,10838,1810382412.4,10838,343,10733
27,065,12120,1361045277.0,12120,473,12111
27,067,29799,2061811884.2,29799,1463,29176
27,069,9998,2861141727.5,9998,789,9422
27,071,57310,8078352664.0,57310,2220,54947
27,073,8968,1992007652.5,8968,1064,8455
27,075,47098,5524154321.9,47098,30100,46942
27,077,9077,3394824622.5,9077,1728,9063
27,079,22596,1228276800.1,22596,1891,22157
27,081,7010,1418421201.4,7010,2,273
27,083,16390,1826539294.5,16390,624,14217
27,085,20466,1257933919.9,20466,286,20440
27,087,6219,1510617864.3,6219,519,5721
27,089,15417,4623909516.2,15417,709,14638
27,091,15654,1837103585.4,15654,561,15639
27,093,18444,1682867398.6,18444,930,17531
27,095,20930,1502291488.9,20930,679,20062
27,097,30204,2828458990.9,30204,1025,29753
27,099,23296,1838126832.7,23296,1269,23042
27,101,10248,1865843293.5,10248,138,10017
27,103,16970,1152733761.5,16970,526,16724
27,105,15282,1600247566.8,15282,858,14943
27,107,9688,2270545282.4,9688,366,9149
27,109,75846,1678243431.9,75846,4024,75564
27,111,66905,5793189631.9,66905,2143,64225
27,113,10478,1599791287.1,10478,373,9720
27,115,30764,3655311241.1,30764,1218,30742
27,117,8385,1202188121.6,8385,454,8331
27,119,34496,5123212955.8,34496,730,34145
27,121,14044,1865923930.3,14044,265,12893
27,123,172311,552499842.0,172311,2857,172071
27,125,4214,1120685491.0,4214,97,3887
27,127,15651,1975738161.0,15651,1137,15351
27,129,16377,2573674719.3,16377,783,15408
27,131,28181,1238179596.5,28181,541,28171
27,133,8188,1259003412.5,8188,313,8085
27,135,14856,3971578203.1,14856,530,14466
27,137,186195,16586836336.7,186195,24694,186087
27,139,61782,895848397.2,61782,1997,61782
27,141,44662,1117072658.7,44662,1094,42754
27,143,12964,1535557475.3,12964,416,12595
27,145,70538,3463656726.8,70538,2204,70522
27,147,20229,1120130987.5,20229,802,20028
27,149,8153,1491243837.8,8153,139,8153
27,151,10699,1651181178.9,10699,850,10418
27,153,24860,2434173473.1,24860,99,24850
27,155,6234,1514176622.6,6234,0,266
27,157,19892,1388995835.7,19892,1582,19880
27,159,11766,1394696653.9,11766,512,11363
27,161,12344,1125620647.6,12344,657,12030
27,163,127421,1005487854.5,127421,6628,127278
27,165,8402,1141251819.0,8402,429,8276
27,167,8603,2070456608.0,8603,564,8209
27,169,25634,1630405418.6,25634,996,13486
27,171,75437,1731194897.4,75437,3380,73145
27,173,10782,1977442671.5,10782,493,10343
28,001,18902,1205821566.6,18902,362,18477
28,003,22536,1005982315.6,22536,356,22478
28,005,17141,1925411891.5,17141,230,17133
28,007,16912,1860429775.4,16912,261,16908
28,009,9342,1058217756.6,9342,485,8770
28,011,28624,3493032186.3,28624,965,28377
28,013,14235,1503366144.5,14235,222,14160
28,015,11886,1652366146.0,11886,72,10832
28,017,13520,1326487583.3,13520,465,13520
28,019,9320,1062486966.7,9320,184,9312
28,021,8498,1227037644.8,8498,122,8385
28,023,16799,1758571648.8,16799,129,16799
28,025,13698,1077432167.3,13698,164,13246
28,027,15926,1428059528.1,15926,664,15470
28,029,22181,1975230768.0,22181,375,22176
28,031,17348,1072703709.0,17348,185,17345
28,033,85131,1204482284.6,85131,506,84959
28,035,42859,1180643585.1,42859,1685,42833
28,037,9563,1442505338.4,9563,394,9561
28,039,19865,1221349804.0,19865,1,35
28,041,13570,1832998573.9,13570,287,13362
28,043,17765,1220488517.0,17765,607,17761
28,045,52420,1236094311.6,52420,3397,52010
28,047,106866,1421991042.4,106866,0,0
28,049,114806,2166207187.7,114806,4522,114546
28,051,15921,1941281433.7,15921,396,15805
28,053,8262,1125506737.3,8262,170,8260
28,055,2817,1063274171.1,2817,110,2812
28,057,16546,1400360176.8,16546,328,16405
28,059,78113,1615274461.1,78113,2878,78101
28,061,17559,1726780977.9,17559,194,17559
28,063,8336,1330365254.0,8336,96,8331
28,065,14706,1040388154.7,14706,130,14600
28,067,40872,1794310649.3,40872,602,40844
28,069,11775,1956429813.9,11775,91,11774
28,071,34154,1721663726.3,34154,548,34150
28,073,36066,1296536151.6,36066,388,34956
28,075,47299,1801195751.7,47299,651,47213
28,077,12918,1106279587.3,12918,114,12917
28,079,16832,1475520112.1,16832,100,16830
28,081,44156,1112850278.2,44156,547,44137
28,083,16960,1529503106.6,16960,536,16940
28,085,26122,1485219591.3,26122,250,26076
28,087,32315,1319325950.6,32315,578,32310
28,089,65083,2389861652.9,65083,860,62420
28,091,20642,1378194374.9,20642,197,20635
28,093,25434,1768628585.0,25434,277,25403
28,095,28582,1999714621.5,28582,865,28579
28,097,10855,1052410047.3,10855,217,10852
28,099,20333,1441924668.8,20333,180,20333
28,101,17897,1466965408.8,17897,265,17897
28,103,10229,1827405405.4,10229,182,10223
28,105,24434,1172145104.6,24434,260,24341
28,107,25333,1911495836.1,25333,368,25130
28,109,44323,2073022967.5,44323,554,44168
28,111,11664,1673163705.2,11664,799,11652
28,113,29051,1063513935.6,29051,356,27974
28,115,19989,1263621623.9,19989,224,19975
28,117,18140,1045466452.7,18140,186,18124
28,119,8386,1072366088.2,8386,354,8326
28,121,79387,2021166298.8,79387,923,78797
28,123,21289,1577301733.5,21289,839,21279
28,125,4711,1105780768.5,4711,258,4705
28,127,21312,1499061186.8,21312,189,21295
28,129,16972,1628839098.2,16972,789,16969
28,131,14222,1141770219.1,14222,488,14209
28,133,12011,1306043004.3,12011,652,11969
28,135,11560,1670858259.5,11560,259,11426
28,137,16862,1073395691.6,16862,120,16859
28,139,16872,1180892743.2,16872,397,16867
28,141,16598,1119029413.2,16598,222,16438
28,143,6437,1199546180.0,6437,177,6408
28,145,19774,1095934401.7,19774,269,19769
28,147,14761,1027875775.4,14761,90,14745
28,149,20814,1159299484.2,20814,918,20712
28,151,32680,1955649537.0,32680,1783,32614
28,153,17259,2068037272.3,17259,287,17257
28,155,9819,1072765351.9,9819,126,9800
28,157,10668,1761211550.2,10668,158,10654
28,159,16410,1546828369.5,16410,342,16410
28,161,13496,1281748882.2,13496,270,12212
28,163,20202,2434568583.4,20202,718,20201
29,001,14797,1437672986.2,14797,215,14797
29,003,11352,1091842748.9,11352,111,11348
29,005,6523,1155762282.3,6523,36,55
29,007,15492,1779312440.0,15492,232,15423
29,009,27204,2016376989.6,27204,459,27109
29,011,8834,1277323150.3,8834,61,81
29,013,13609,2156791667.7,13609,189,13494
29,015,32424,1902537464.1,32424,144,32424
29,017,12615,1621438241.1,12615,228,12613
29,019,73120,1715970286.0,73120,851,73120
29,021,40061,1010082646.7,40061,511,40041
29,023,28516,1741362900.3,28516,680,28374
29,025,9348,1351828981.8,9348,6,14
29,027,26577,2121126309.9,26577,194,26577
29,029,59826,1817614725.6,59826,468,59826
29,031,40882,1509847661.8,40882,510,39596
29,033,10565,1507501023.7,10565,150,156
29,035,7481,1105037819.1,7481,514,531
29,037,54289,1786387202.5,54289,589,53135
29,039,12609,1267254128.7,12609,344,12608
29,041,12062,1956974695.4,12062,494,12062
29,043,43166,1419718653.3,43166,416,43113
29,045,7827,1304625045.5,7827,230,7776
29,047,95861,953732027.7,95861,1581,95663
29,049,13356,1070802569.0,13356,411,13342
29,051,36201,857584922.1,36201,72,125
29,053,12304,1431492650.7,12304,262,12273
29,055,18813,1895791203.8,18813,458,18799
29,057,8101,1115620927.3,8101,291,423
29,059,13736,1202609558.8,13736,68,77
29,061,11512,1250119677.5,11512,24,32
29,063,7536,1087311491.5,7536,147,7536
29,065,12378,1931799312.6,12378,679,12375
29,067,12448,1781091338.1,12448,94,112
29,069,16263,995129697.1,16263,191,16262
29,071,71634,2349926957.9,71634,1137,71615
29,073,15008,1341804508.5,15008,239,15006
29,075,8113,1049969637.8,8113,23,26
29,077,118373,1654089864.2,118373,1092,118236
29,079,9597,1100482267.1,9597,172,9591
29,081,11091,1583780969.5,11091,38,79
29,083,16673,1857528729.8,16673,701,16641
29,085,11497,1020912832.0,11497,467,11496
29,087,7693,1002256177.4,7693,170,184
29,089,8806,1005972328.0,8806,135,144
29,091,22458,2354758803.3,22458,574,22455
29,093,10583,1413671255.8,10583,556,10579
29,095,300375,1419442660.9,300375,3001,222000
29,097,61847,1586049309.7,61847,516,61818
29,099,106268,1646416533.2,106268,573,105935
29,101,28185,1842373114.7,28185,129,163
29,103,6419,1104372545.8,6419,57,59
29,105,22015,1969513614.0,22015,415,21827
29,107,22965,1591348822.1,22965,428,22957
29,109,21671,1543443823.0,21671,289,21671
29,111,9092,1300050272.3,9092,228,9081
29,113,32938,1601441941.0,32938,666,32896
29,115,11095,1566686844.7,11095,322,11095
29,117,11237,1176002475.9,11237,141,1668
29,119,16962,1383070796.8,16962,203,16814
29,121,14612,2039728580.3,14612,302,14600
29,123,11145,1275160877.0,11145,311,1226
29,125,8267,1348690220.7,8267,57,8267
29,127,18708,1094118568.1,18708,614,18695
29,129,5859,990342576.2,5859,31,32
29,131,21624,1514337541.6,21624,292,21585
29,133,9582,1206732752.2,9582,7,9
29,135,10401,1073012139.4,10401,169,10304
29,137,10100,1479798600.2,10100,100,116
29,139,11838,1187451987.5,11838,38,58
29,141,29192,1515801931.5,29192,145,29192
29,143,14769,1673577953.6,14769,137,14769
29,145,32370,1567675196.1,32370,158,32280
29,147,15902,1901052001.1,15902,20,38
29,149,10250,1734761452.5,10250,226,234
29,151,11566,1540508035.8,11566,131,11566
29,153,11096,1813448405.5,11096,1,29
29,155,13967,1444834084.6,13967,24,25
29,157,15043,1202641271.1,15043,218,14907
29,159,25462,1752557066.3,25462,497,25383
29,161,21810,1710612575.3,21810,508,21810
29,163,13992,1726033168.5,13992,311,13977
29,165,44042,1029137111.2,44042,0,0
29,167,19741,1627062423.1,19741,146,19730
29,169,19947,1389361517.8,19947,392,19947
29,171,7774,1322617728.8,7774,92,7731
29,173,9495,1214257768.7,9495,81,9494
29,175,15609,1048334035.0,15609,51,58
29,177,16005,1418527568.2,16005,12,1484
29,179,13025,2084879265.5,13025,669,13024
29,181,11576,1380479762.0,11576,175,184
29,183,171878,1386651166.0,171878,1649,171877
29,185,11165,1785479475.5,11165,439,11164
29,186,17885,1272502970.4,17885,100,133
29,187,40346,1132785613.3,40346,469,40340
29,189,398327,1608303518.3,398327,6735,398327
29,195,16079,1923379433.7,16079,524,16077
29,197,4530,665896555.9,4530,6,6
29,199,5793,1120688796.7,5793,81,5792
29,201,23104,1050959108.2,23104,479,23102
29,203,10653,2569498334.6,10653,1777,10651
29,205,6785,1221087712.9,6785,147,6769
29,207,19418,2060056471.2,19418,290,19418
29,209,36610,1174925464.7,36610,522,3537
29,211,8114,1393490218.2,8114,96,97
29,213,49997,1649329386.9,49997,892,49924
29,215,21485,3007697665.8,21485,588,21474
29,217,15180,2118171157.2,15180,339,15177
29,219,27182,1101236478.9,27182,229,27178
29,221,26716,1948380228.0,26716,251,26632
29,223,15549,2127280688.5,15549,869,911
29,225,18824,1501683177.1,18824,134,18741
29,227,3395,683037073.2,3395,61,3395
29,229,14651,1734270474.1,14651,219,14651
29,510,139869,97918141.7,139869,104,1971
30,001,17704,15600891542.4,17704,6079,17685
30,003,15778,14078061556.8,15778,786,15773
30,005,12934,11081315812.7,12934,2252,12934
30,007,8753,3509436834.7,8753,996,8749
30,009,15406,5498393666.9,15406,1040,15390
30,011,8296,9079787298.7,8296,2418,8295
30,013,43651,6828733510.5,43651,1583,43651
30,015,14638,10642965174.5,14638,2069,14635
30,017,12503,10491382471.9,12503,1622,12497
30,019,6086,4013218766.0,6086,802,6084
30,021,9388,6545200694.1,9388,810,9386
30,023,8702,2426873403.6,8702,1242,8693
30,025,4943,4503752153.1,4943,700,4940
30,027,21916,11903922021.9,21916,2918,21908
30,029,74485,4301632123.2,74485,3176,74138
30,031,53141,6886879241.2,53141,1951,53081
30,033,9996,13106827016.8,9996,3097,9996
30,035,13893,8457805653.4,13893,1180,13893
30,037,2799,3310279993.7,2799,247,2786
30,039,9061,5417223083.3,9061,2076,9042
30,041,14936,8128937386.3,14936,1349,14936
30,043,14741,4834117633.6,14741,2202,14734
30,045,7772,5271366501.2,7772,1343,7772
30,047,23753,3895089935.7,23753,1055,23594
30,049,45692,10157970276.4,45692,4566,45646
30,051,5048,4070883332.5,5048,602,5048
30,053,24712,10166106581.6,24712,4741,24568
30,055,6904,7121767711.7,6904,1313,6875
30,057,22303,9949570074.4,22303,3324,22252
30,059,6628,6785384821.8,6628,1408,6610
30,061,6033,3199555064.8,6033,1692,6024
30,063,53919,6864356755.2,53919,3754,53769
30,065,8638,5496521552.1,8638,707,8619
30,067,17873,7937208824.0,17873,2466,17860
30,069,4544,4504777722.9,4544,1423,4544
30,071,15267,14172220082.0,15267,5550,15266
30,073,8816,4641405141.9,8816,765,8815
30,075,7663,9270153758.2,7663,2306,7662
30,077,9330,6689354053.1,9330,2198,9329
30,079,3996,4913700767.7,3996,1280,3996
30,081,36122,6533581310.3,36122,2853,35991
30,083,11359,5654526948.9,11359,980,11356
30,085,12596,6429937456.2,12596,846,12579
30,087,11886,13774510556.7,11886,1564,11843
30,089,16094,7410279690.0,16094,2442,15794
30,091,8395,4515993149.8,8395,584,8385
30,093,21858,1814205567.3,21858,1582,21490
30,095,11051,4901717932.0,11051,690,11026
30,097,5656,5030901451.2,5656,668,5656
30,099,10860,5989545213.6,10860,1421,10856
30,101,9574,5204210993.0,9574,1225,9574
30,103,2185,2530313064.8,2185,128,2185
30,105,18797,13779231623.9,18797,4523,18787
30,107,4587,4312023121.3,4587,549,4584
30,109,2329,2460405701.2,2329,223,2329
30,111,83381,6410119518.8,83381,1988,82525
31,001,17693,1478936736.6,17693,1105,17556
31,003,7692,2197497183.9,7692,298,7580
31,005,1068,1777694341.8,1068,1,1058
31,007,2741,2827227789.6,2741,220,2479
31,009,1732,1916509730.1,1732,21,1710
31,011,6101,1795259152.8,6101,165,6026
31,013,8144,2874765338.2,8144,175,8056
31,015,3816,1354068510.5,3816,131,3782
31,017,4992,3092118347.3,4992,447,4958
31,019,26185,2461841655.2,26185,884,25750
31,021,7250,1294155429.9,7250,164,7154
31,023,8501,1468833753.1,8501,464,8487
31,025,21331,1438574849.3,21331,1254,21252
31,027,8972,2049267663.5,8972,241,8858
31,029,4947,2264808851.2,4947,286,4903
31,031,15664,15455044184.1,15664,975,15555
31,033,9273,3168108606.2,9273,433,9162
31,035,7669,1347879643.2,7669,173,7639
31,037,8447,1090739511.8,8447,343,8328
31,039,9015,1533303016.9,9015,132,8769
31,041,15539,6658234386.8,15539,371,15311
31,043,11581,767406591.8,11581,312,11236
31,045,7455,3667987409.6,7455,210,7347
31,047,16181,2692029532.7,16181,840,16006
31,049,2517,1183069948.3,2517,122,2453
31,051,6961,1337311557.1,6961,531,6790
31,053,20989,1346026346.2,20989,713,20678
31,055,216674,839513334.5,216674,2730,215388
31,057,3767,2335782162.0,3767,104,3762
31,059,6887,1467361067.0,6887,213,6786
31,061,5359,1463539287.3,5359,348,5324
31,063,4225,2500149798.0,4225,109,1532
31,065,6867,1842563274.9,6867,486,6802
31,067,17799,2225587776.4,17799,835,17702
31,069,4618,4359250620.6,4618,115,4601
31,071,2734,1530111544.9,2734,211,2644
31,073,3170,1263992444.6,3170,73,2994
31,075,1776,2120875999.8,1776,114,1702
31,077,3432,1443930897.6,3432,301,3387
31,079,28819,1371688835.4,28819,715,28006
31,081,8136,1346367886.9,8136,158,8045
31,083,4845,1385620292.7,4845,68,4772
31,085,2585,1916910962.9,2585,39,2472
31,087,4240,1810172928.7,4240,177,4209
31,089,12841,6188163007.2,12841,215,12474
31,091,1951,1936828813.4,1951,10,1846
31,093,6116,1470536772.5,6116,194,6025
31,095,7669,1538908104.3,7669,182,7422
31,097,4951,982573312.5,4951,3,4308
31,099,5706,1277062763.5,5706,189,5581
31,101,9286,2726723003.0,9286,520,9225
31,103,2634,2046158625.4,2634,87,2561
31,105,4732,2501191430.8,4732,488,4677
31,107,12204,2791883228.4,12204,775,12149
31,109,121780,2136997347.8,121780,2215,120725
31,111,23253,6451251428.3,23253,919,23128
31,113,1492,1404583636.9,1492,17,1476
31,115,1913,1528649653.2,1913,73,1855
31,117,1706,2338591678.8,1706,26,1622
31,119,19563,1566655771.2,19563,988,19374
31,121,7043,1298876035.9,7043,218,6899
31,123,7550,3871016199.6,7550,393,7423
31,125,4743,1213666088.4,4743,302,4608
31,127,6783,1126422832.4,6783,83,2313
31,129,6107,1457863773.1,6107,512,6043
31,131,12502,1569216066.0,12502,618,12359
31,133,4281,1120499969.3,4281,119,4228
31,135,4876,2431404568.4,4876,149,4704
31,137,7700,1449999560.8,7700,459,7551
31,139,6368,1421822684.4,6368,105,6315
31,141,19812,1781936177.7,19812,375,19650
31,143,5717,1173521417.2,5717,334,5645
31,145,8734,1919407559.8,8734,6,8035
31,147,9585,1422482093.5,9585,445,9484
31,149,3300,2615500600.1,3300,140,3242
31,151,10894,1527258416.2,10894,808,10758
31,153,76876,569975570.0,76876,762,76516
31,155,17916,2007773541.1,17916,607,17748
31,157,21343,1835453814.1,21343,1020,21211
31,159,11371,1440325859.8,11371,360,11174
31,161,8720,6247132568.7,8720,555,8660
31,163,4141,1627744246.8,4141,307,4004
31,165,5150,5319881771.7,5150,57,4638
31,167,5948,1114888384.5,5948,100,5811
31,169,5974,1504105278.3,5974,13,5891
31,171,2506,2162469284.2,2506,21,1650
31,173,5091,983932638.5,5091,134,5029
31,175,4691,1391963839.0,4691,207,4623
31,177,13258,1001067211.2,13258,276,13032
31,179,6355,1116477950.1,6355,259,6269
31,181,4638,1459772109.3,4638,107,4582
31,183,2111,1582279340.8,2111,90,2018
31,185,10641,1562567258.7,10641,257,10323
32,001,13983,4722211118.6,13983,0,0
32,003,941270,20654006950.0,941270,12623,704986
32,005,30964,1819357309.1,30964,909,30964
32,007,44921,14886964443.9,44921,0,0
32,009,2799,224223575.2,2799,0,0
32,011,4492,4164936270.7,4492,0,0
32,013,17556,9648657293.7,17556,0,0
32,015,7708,5497210214.7,7708,0,0
32,017,5118,1472931168.9,5118,0,0
32,019,35298,3021221706.5,35298,428,35118
32,021,3864,1270211457.2,3864,0,0
32,023,59526,6186395507.4,59526,0,0
32,027,12211,6971365599.1,12211,0,0
32,029,4740,526727103.3,4740,0,0
32,031,193266,4686120386.9,193266,4508,193088
32,033,7504,2993867457.0,7504,0,0
32,510,21225,314479898.3,21225,0,0
33,001,46618,1266187381.5,46618,921,35271
33,003,58528,2392113341.4,58528,759,38314
33,005,49597,2421925678.0,49597,1119,30679
33,007,30081,3984014571.4,30081,980,20241
33,009,70068,3836395729.6,70068,1540,49143
33,011,142156,2471674000.8,142156,3994,129957
33,013,64231,2258352855.4,64231,1893,56164
33,015,135894,1798248379.5,135894,4068,119472
33,017,51136,1118853940.5,51136,1221,45365
33,019,25857,1164713077.1,25857,807,24357
34,001,170533,1345296608.9,170533,18683,146782
34,003,297640,531443096.6,297640,4680,271951
34,005,231722,2194632605.3,231722,7612,195421
34,007,222471,531451863.5,222471,230,221976
34,009,150011,638781480.2,150011,9907,106376
34,011,76953,1243362632.8,76953,8825,68191
34,013,197747,277682541.9,197747,2460,146592
34,015,124697,792140006.8,124697,3502,111376
34,017,147116,115869221.3,147116,0,0
34,019,55972,1115065180.4,55972,1532,48220
34,021,142354,536718334.8,142354,2842,141600
34,023,282022,723664074.0,282022,11283,245959
34,025,264841,1132947847.5,264841,9197,263420
34,027,179325,1179991528.5,179325,4978,168634
34,029,421579,1515154801.4,421579,43591,388381
34,031,128992,474350855.4,128992,2969,117296
34,033,34851,871839395.1,34851,2568,33116
34,035,132885,732957492.9,132885,4774,99683
34,037,76583,1339821821.2,76583,16,75687
34,039,140918,208291755.9,140918,2363,140506
34,041,50489,919877426.5,50489,3035,48544
35,001,255177,2797327979.5,255177,3736,254789
35,003,15076,17074672175.4,15076,6190,6598
35,005,36225,14877119386.6,36225,2324,36165
35,006,22955,6934734824.2,22955,2431,22744
35,007,24916,6550110011.3,24916,289,13635
35,009,25922,3632530865.3,25922,515,25605
35,011,8024,1287902223.2,8024,4730,4730
35,013,92152,9736064838.6,92152,5412,91958
35,015,51492,10829836809.7,51492,3095,50543
35,017,44502,10164538569.6,44502,3791,44502
35,019,3800,366913.7,3800,60,3770
35,021,5411,5392631214.9,5411,1268,5399
35,023,5165,4241671887.5,5165,45,3276
35,025,43273,11389718337.7,43273,3958,41380
35,027,38903,12424938095.7,38903,4122,38530
35,028,8550,72567399.7,8550,379,7576
35,029,115348,2291677089.8,115348,1775,115295
35,031,12825,2162699873.9,12825,429,12621
35,033,1169,3105093628.7,1169,260,884
35,035,50429,9368086773.6,50429,1629,49442
35,037,15487,7015807642.0,15487,2,235
35,039,34944,5754005106.7,34944,4011,11100
35,041,14418,6315851637.8,14418,731,14261
35,043,151875,2827970362.8,151875,3256,148965
35,045,44683,6909444640.3,44683,832,44618
35,047,33148,13404797566.8,33148,1940,32014
35,049,85135,3408190643.1,85135,1086,83039
35,051,15778,14919483344.7,15778,1773,14432
35,053,35562,1991902088.0,35562,92,3031
35,055,61143,1024858623.5,61143,578,60064
35,057,29251,6748649874.5,29251,446,2716
35,059,13621,2391731482.4,13621,10980,10990
35,061,199493,2119236429.3,199493,1876,198318
36,001,112621,1327708725.3,112621,2384,112613
36,003,34799,2740458349.5,34799,952,33162
36,005,107023,1442692135.4,107023,1942,89166
36,007,85153,1764305190.0,85153,1962,84978
36,009,48376,3315889952.9,48376,1237,48354
36,011,39031,1767527395.8,39031,721,39031
36,013,88299,2737815106.7,88299,2179,87906
36,015,32933,849598708.9,32933,739,32925
36,017,31116,2387968773.6,31116,2432,30958
36,019,40302,2598175803.9,40302,961,1215
36,021,36033,1599339652.5,36033,0,0
36,023,22517,1273059581.7,22517,714,22517
36,025,36855,3177606110.8,36855,1828,36653
36,027,102308,1879725403.0,102308,378,62258
36,029,358793,2533341832.7,358793,6280,351864
36,031,32229,5037040972.7,32229,4098,32228
36,033,28514,4567631685.4,28514,2265,28078
36,035,27339,1178492395.0,27339,457,562
36,037,28268,1362474633.7,28268,508,28240
36,039,38428,1656091427.9,38428,1689,38133
36,041,12866,3650226156.9,12866,3016,12864
36,043,36056,3640469915.3,36056,2153,35823
36,045,58329,2969241484.4,58329,0,0
36,047,357214,359629232.9,357214,3223,275381
36,049,24766,3242711460.7,24766,1629,24761
36,051,28806,1651022319.7,28806,468,28800
36,053,32093,1434170433.0,32093,484,19537
36,055,317720,2142099261.2,317720,6049,305484
36,057,25227,1016907994.9,25227,737,25224
36,059,407635,620781191.4,407635,1,52
36,061,178247,392548692.3,178247,1683,42091
36,063,85910,1207088878.5,85910,1437,85780
36,065,103266,3159128325.0,103266,2229,103264
36,067,181898,2116596536.2,181898,2538,181873
36,069,50992,1681758918.2,50992,715,50963
36,071,144365,2131037452.5,144365,3561,143711
36,073,16028,765287005.6,16028,6,10
36,075,59414,2354920549.3,59414,1069,59411
36,077,39692,2537148896.9,39692,813,39690
36,079,48658,790480228.0,48658,2024,48411
36,081,379431,477528681.3,379431,3685,323874
36,083,64197,1673849889.8,64197,1078,64197
36,085,125510,120127942.7,125510,4196,125486
36,087,92616,463847442.7,92616,1932,90827
36,089,67373,6828837585.6,67373,1811,67339
36,091,87025,1932860974.4,87025,445,1066
36,093,59262,501439210.1,59262,984,59107
36,095,23123,1581480741.9,23123,732,23038
36,097,13288,827369619.8,13288,584,13282
36,099,14654,595626674.5,14654,169,236
36,101,55234,3554631812.7,55234,994,55231
36,103,586548,3122290901.0,586548,23651,580402
36,105,67339,2685769877.4,67339,1238,67301
36,107,26175,1317097934.5,26175,606,26175
36,109,35397,1262182641.6,35397,1226,35390
36,111,87982,3133483989.2,87982,2559,87190
36,113,45926,2200257556.7,45926,2042,45919
36,115,35904,2264006515.0,35904,902,35729
36,117,43762,1522549238.3,43762,726,43762
36,119,250309,1887217582.9,250309,6983,249447
36,121,23319,1571809505.0,23319,296,23310
36,123,12756,582536165.7,12756,77,171
37,001,79400,1057812791.7,79400,531,79235
37,003,25029,652404899.7,25029,91,24937
37,005,14791,599521649.2,14791,408,14776
37,007,18948,1349716009.7,18948,215,18840
37,009,39273,1086907630.8,39273,859,39103
37,011,24616,567780065.1,24616,351,24393
37,013,45234,2132936322.0,45234,520,45228
37,015,19121,1807179214.3,19121,462,19075
37,017,33178,2265893428.8,33178,368,32569
37,019,164568,1847989812.4,164568,2658,163820
37,021,129065,1644875924.7,129065,1125,129065
37,023,59054,1116389911.8,59054,840,59032
37,025,101264,894120065.4,101264,850,100874
37,027,52908,1022123185.5,52908,783,52705
37,029,7619,547461595.3,7619,96,7504
