statefp,countyfp,parcels,area_m2,area_parcels,government_parcels,ownertype_known
17,067,21017,2056991921.3,21017,585,20571
17,069,4978,413044409.0,4978,426,427
17,071,8038,988876245.0,8038,205,7923
17,073,31757,2115882157.0,31757,731,31530
17,075,28241,2895323833.9,28241,845,27692
17,077,34237,1548066987.3,34237,1495,34110
17,079,16029,1288646184.1,16029,440,15950
17,081,30894,1491995661.1,30894,1125,30273
17,083,14809,997166881.7,14809,248,452
17,085,24539,1389124042.5,24539,352,3132
17,087,13422,813147653.4,13422,423,1887
17,089,184881,1270231319.7,184881,5062,183162
17,091,55380,1716021357.8,55380,854,55275
17,093,62231,814146549.4,62231,519,58235
17,095,33415,1856172134.3,33415,511,32622
17,097,322690,2579958690.5,322690,5448,278634
17,099,70831,2943737494.2,70831,1410,69128
17,101,15061,965996517.6,15061,523,14806
17,103,29042,1861276832.6,29042,388,28786
17,105,26318,2652005862.8,26318,338,25761
17,107,18935,1603539999.3,18935,726,18517
17,109,18292,1530058280.1,18292,351,18224
17,111,153245,1650540254.2,153245,1548,152847
17,113,68914,3014898087.7,68914,841,67686
17,115,57038,1453779631.4,57038,1749,56675
17,117,35820,2156897071.1,35820,55,1371
17,119,147577,2172485727.8,147577,0,0
17,121,23087,1207844096.1,23087,307,22250
17,123,13222,1021588761.3,13222,267,12990
17,125,16655,1441739191.7,16655,524,16345
17,127,10721,614206874.8,10721,445,10721
17,129,11995,810641123.6,11995,273,11942
17,131,13674,1468338090.8,13674,441,13123
17,133,19609,992517481.4,19609,473,19433
17,135,25675,1785253488.4,25675,26,80
17,137,22452,1434474818.0,22452,375,22426
17,139,11236,890644074.1,11236,132,7801
17,141,31304,1905447916.5,31304,153,315
17,143,88698,1594593095.4,88698,2921,88455
17,145,16267,1199601084.2,16267,524,15862
17,147,12760,972910241.1,12760,61,119
17,149,23192,2863278332.4,23192,458,22296
17,151,7608,582618590.5,7608,360,497
17,153,7954,565760015.4,7954,335,341
17,155,7861,396924992.2,7861,21,135
17,157,25765,1514905775.8,25765,1624,25122
17,159,15097,936565255.2,15097,76,4530
17,161,65948,1066263557.5,65948,1045,65795
17,163,149873,1661062596.6,149873,5155,148955
17,165,22267,886799707.7,22267,259,460
17,167,116484,2733583225.5,116484,463,12011
17,169,9105,1138018441.2,9105,172,8900
17,171,6911,571904177.8,6911,0,8
17,173,21061,2063422947.3,21061,532,21051
17,175,6082,744758856.3,6082,163,6029
17,177,27995,1542703442.1,27995,40,123
17,179,67517,1632259350.7,67517,1098,67271
17,181,12957,1069691637.2,12957,481,12318
17,183,55474,2321571769.7,55474,508,1828
17,185,10223,518722963.9,10223,7,23
17,187,14191,1397255234.2,14191,369,14126
17,189,22236,1450403995.1,22236,373,20645
17,191,20639,2192604464.0,20639,30,426
17,193,20957,1280185366.8,20957,563,20710
17,195,36546,1747093313.7,36546,194,36321
17,197,327965,5233235262.3,327965,0,0
17,199,51048,1133030286.0,51048,1588,50185
17,201,119074,1233684576.0,119074,2455,119058
17,203,26646,1445040510.2,26646,424,25784
18,001,20187,892765334.1,20187,1,28
18,003,163792,1614474741.9,163792,0,0
18,005,39779,943558472.5,39779,0,0
18,007,7779,1035486389.0,7779,0,0
18,009,8586,413661349.3,8586,120,6505
18,011,42965,1092622363.4,42965,0,0
18,013,15757,953253336.4,15757,0,0
18,015,21348,934853392.3,21348,0,0
18,017,25557,1092375538.4,25557,0,0
18,019,63444,949662292.4,63444,957,49845
18,021,23249,894528439.6,23249,0,0
18,023,25924,1037172332.4,25924,281,15898
18,025,13163,799086275.6,13163,0,0
18,027,22913,1096982522.9,22913,0,0
18,029,37546,799712563.6,37546,798,32152
18,031,21192,983279164.3,21192,537,17728
18,033,31691,952020720.6,31691,0,0
18,035,59557,1014514118.6,59557,647,41635
18,037,34950,1135875149.9,34950,0,0
18,039,87678,1137144407.4,87678,0,0
18,041,14053,540897832.1,14053,0,0
18,043,46639,384419165.4,46639,0,0
18,045,18025,1044321031.9,18025,440,14602
18,047,18079,995699357.1,18079,0,0
18,049,17519,955048572.5,17519,0,0
18,051,24815,1282067527.9,24815,379,21526
18,053,37889,1071625902.2,37889,3,35
18,055,27297,1419306732.5,27297,0,0
18,057,149936,979495281.7,149936,0,0
18,059,54050,796934900.3,54050,1125,44654
18,061,30300,1225432621.3,30300,465,27628
18,063,90027,1041492682.6,90027,0,0
18,065,28245,999415094.1,28245,0,0
18,067,43997,768514518.2,43997,584,29237
18,069,22999,998918834.6,22999,0,0
18,071,27083,1282694540.2,27083,0,0
18,073,24470,1495309769.1,24470,0,0
18,075,16207,989655241.6,16207,0,0
18,077,20372,924983685.2,20372,0,0
18,079,21184,939818410.8,21184,0,0
18,081,71643,768368544.4,71643,0,1
18,083,29991,1364496982.7,29991,597,22830
18,085,52962,1383037083.4,52962,0,0
18,087,27792,970971826.6,27792,0,0
18,089,243572,1328351135.0,243572,11026,165306
18,091,64915,1531353324.5,64915,3203,64277
18,093,32331,1152072715.6,32331,0,5
18,095,83973,1140418733.9,83973,0,0
18,097,384280,1082863220.2,384280,3291,307512
18,099,35789,1184530842.3,35789,0,16
18,101,10389,637505879.3,10389,0,0
18,103,23131,982125723.5,23131,0,0
18,105,62705,1059757184.8,62705,2318,39799
18,107,23745,1283591193.4,23745,0,0
18,109,44251,1063734189.5,44251,2,241
18,111,11636,1019898185.1,11636,0,0
18,113,27674,1099316505.1,27674,0,0
18,115,3611,241595606.2,3611,0,0
18,117,27836,1076247904.3,27836,28,301
18,119,17867,1002740997.9,17867,0,0
18,121,20554,1139509320.7,20554,0,0
18,123,17881,955237657.7,17881,0,0
18,125,17472,866956759.4,17472,0,0
18,127,82927,1061146882.1,82927,270,17134
18,129,20424,1035438949.2,20424,0,0
18,131,18186,1127095657.3,18186,0,0
18,133,25797,1208520613.5,25797,0,0
18,135,18724,1191419541.4,18724,0,0
18,137,18508,1034910743.5,18508,0,0
18,139,13500,1107728276.1,13500,0,0
18,141,122724,1271083422.9,122724,2519,112331
18,143,15414,501819408.3,15414,0,0
18,145,30462,1076816381.7,30462,0,18
18,147,22132,985902010.8,22132,0,0
18,149,20039,807077343.7,20039,0,0
18,151,39702,791772627.3,39702,0,0
18,153,18554,1132709564.0,18554,0,0
18,155,8829,555119354.0,8829,0,0
18,157,79631,1298649116.0,79631,219,981
18,159,12597,689370442.7,12597,0,0
18,161,6489,407854334.6,6489,0,0
18,163,92983,761060370.1,92983,481,91437
18,165,12776,652462735.6,12776,0,0
18,167,59220,1027528484.9,59220,0,0
18,169,19634,1091881093.3,19634,2,83
18,171,10815,924583321.5,10815,0,0
18,173,40815,1030925970.3,40815,0,4
18,175,19598,1295867283.4,19598,0,0
18,177,35437,1014229954.6,35437,0,0
18,179,18267,968230046.7,18267,0,0
18,181,21954,1246989849.3,21954,0,0
18,183,20484,868652449.0,20484,0,0
19,001,14664,1465375413.9,14664,215,14635
19,003,10209,1069253487.6,10209,69,10008
19,005,14507,1783579701.6,14507,633,13933
19,007,22123,1275087334.5,22123,967,22057
19,009,11858,1151668912.3,11858,120,11748
19,011,18005,1851368418.8,18005,382,17913
19,013,76752,1637369288.1,76752,5619,75704
19,015,19238,1152151674.0,19238,742,19086
19,017,20162,1113770762.6,20162,1130,20069
19,019,21682,1471148290.5,21682,535,21510
19,021,19868,1456685722.8,19868,440,19702
19,023,15567,1693298373.1,15567,548,14193
19,025,17863,1438261799.8,17863,458,17837
19,027,22031,1426660930.9,22031,109,21808
19,029,17010,1445442163.8,17010,281,16983
19,031,20260,1476073807.4,20260,315,20052
19,033,33005,1412883776.4,33005,1158,32516
19,035,17076,1445439307.5,17076,224,16987
19,037,10088,1267089258.6,10088,80,5663
19,039,12386,1072012294.4,12386,257,12340
19,041,18847,1441328316.1,18847,789,18686
19,043,30752,1947351798.5,30752,1004,30605
19,045,34768,1829538205.8,34768,1387,34492
19,047,22777,1790271544.2,22777,608,22759
19,049,56773,1473298743.6,56773,2091,56656
19,051,12397,1307544321.7,12397,260,12286
19,053,16016,1343720905.9,16016,539,15985
19,055,18163,1484913929.1,18163,411,18155
19,057,28810,1041056735.3,28810,1715,28808
19,059,27020,1035043308.5,27020,1356,26953
19,061,52933,1527660251.1,52933,1645,52929
19,063,13839,1027791599.3,13839,712,13775
19,065,17238,1901319557.3,17238,449,17145
19,067,12102,1259045811.7,12102,327,12075
19,069,17401,1459989683.9,17401,405,17211
19,071,14733,1297269436.0,14733,1097,14675
19,073,12290,1147256050.4,12290,289,12210
19,075,10566,1262414658.1,10566,150,10521
19,077,15270,1158510307.4,15270,344,15189
19,079,19279,1444223382.1,19279,523,19104
19,081,16251,1367330718.6,16251,647,16249
19,083,21868,1427671393.2,21868,594,21430
19,085,25256,1791101562.8,25256,1074,25237
19,087,16582,1121426396.3,16582,64,443
19,089,13546,1190201437.2,13546,271,13531
19,091,16755,1091433452.5,16755,235,16447
19,093,11688,1098060628.0,11688,47,11649
19,095,19680,1468626443.1,19680,847,19600
19,097,22520,1675665989.2,22520,773,22382
19,099,30244,1830031909.9,30244,453,1522
19,101,18370,1091054728.1,18370,193,18310
19,103,74133,1918833521.5,74133,835,47257
19,105,23116,1457664046.3,23116,503,22750
19,107,17968,1511342295.4,17968,333,17941
19,109,26119,2447795377.4,26119,624,23654
19,111,31152,1312978073.6,31152,639,29836
19,113,107186,1982562394.0,107186,2559,106471
19,115,13732,1042731206.2,13732,601,1395
19,117,12474,1096182065.4,12474,559,12458
19,119,11660,1518044011.3,11660,235,11531
19,121,19988,1429494247.7,19988,279,17911
19,123,22898,1461454577.2,22898,532,22778
19,125,23931,1202414700.3,23931,343,23909
19,127,27013,1458004002.8,27013,367,15716
19,129,17595,1144227676.1,17595,713,17588
19,131,13855,1183486603.6,13855,192,13111
19,133,21444,1760282975.2,21444,862,20910
19,135,17164,1105855985.0,17164,383,16846
19,137,14556,1082785139.2,14556,317,14490
19,139,24923,1094844754.3,24923,707,24787
19,141,18456,1462521252.2,18456,467,18430
19,143,12492,1054337032.1,12492,347,12346
19,145,18501,1349015633.6,18501,19,169
19,147,17020,1472259474.6,17020,565,16968
19,149,29510,2187984965.5,29510,451,28968
19,151,19766,1507935532.8,19766,691,19657
19,153,207191,1524940842.6,207191,22,162400
19,155,53845,2361663085.7,53845,754,53843
19,157,21297,1513422057.7,21297,240,21252
19,159,13801,1399954893.3,13801,8,23
19,161,19444,1493826566.0,19444,976,19415
19,163,75930,1153201897.8,75930,1261,75562
19,165,17806,1506876966.0,17806,334,17774
19,167,32238,1904021384.9,32238,832,31638
19,169,42166,1533416375.8,42166,1108,42047
19,171,23109,1826599718.8,23109,555,22153
19,173,16541,1355774143.3,16541,387,16312
19,175,14806,1104295930.3,14806,514,14772
19,177,15173,1238854990.6,15173,542,15159
19,179,30639,1080206641.7,30639,1436,30328
19,181,37000,1451741735.7,37000,0,0
19,183,20743,1287211442.0,20743,514,20708
19,185,13967,1327606014.9,13967,228,13967
19,187,33531,1802181401.3,33531,1219,33069
19,189,12408,1032215525.6,12408,370,12365
19,191,21296,1771146739.1,21296,675,21164
19,193,56051,2188036019.1,56051,1695,47919
19,195,11659,986417909.2,11659,557,11010
19,197,18956,1457416647.3,18956,611,18913
20,001,10830,1274491710.3,10830,365,10799
20,003,7431,1476786205.4,7431,90,7383
20,005,8362,784315294.3,8362,257,8328
20,007,6929,2905404000.5,6929,110,6926
20,009,18152,2270777052.4,18152,388,17928
20,011,12405,1614556066.7,12405,248,12372
20,013,8734,1439172781.4,8734,119,8730
20,015,34633,3649802534.9,34633,519,34523
20,017,4464,1987599263.1,4464,185,4438
20,019,5544,1645076729.7,5544,103,5519
20,021,15979,1483442440.9,15979,295,15934
20,023,4876,2601903205.4,4876,73,4859
20,025,3854,2501008563.6,3854,85,3757
20,027,7777,1652886496.8,7777,100,7764
20,029,9437,1810314478.5,9437,236,9435
20,031,8458,1649013951.1,8458,208,6045
20,033,3561,2021953371.5,3561,124,3556
20,035,21111,2857187903.7,21111,444,21110
20,037,24300,1492671414.2,24300,557,24290
20,039,4871,2273209823.7,4871,82,4867
20,041,14575,2141751429.8,14575,337,14568
20,043,7788,988833638.5,7788,170,7751
20,045,41758,1162408152.6,41758,418,20717
20,047,4606,1571875430.2,4606,82,4597
20,049,4330,1656936787.3,4330,83,4308
20,051,16060,2274483165.2,16060,173,16049
20,053,6863,1825492611.3,6863,261,6769
20,055,15916,3308915346.8,15916,197,15915
20,057,16494,2771713327.9,16494,379,16483
20,059,15399,1444183171.3,15399,185,11133
20,061,13872,1017376567.3,13872,318,13865
20,063,4684,2728307520.2,4684,84,4681
20,065,5074,2287063104.4,5074,98,5065
20,067,5787,1462140886.7,5787,43,5778
20,069,6488,2207044712.6,6488,123,6476
20,071,3425,1993973179.6,3425,49,3406
20,073,9487,2934960940.2,9487,275,9446
20,075,4364,2552600295.3,4364,59,4344
20,077,7167,2031157657.8,7167,102,5233
20,079,19332,1348530379.6,19332,465,19228
20,081,4309,1465728816.6,4309,62,3956
20,083,3583,2195272316.1,3583,61,3576
20,085,9750,1664925254.2,9750,123,9712
20,087,15510,1420471852.4,15510,384,15378
20,089,6946,2311696726.5,6946,181,6944
20,091,276287,1891370270.2,276287,9607,228382
20,093,4245,2226345713.5,4245,46,4233
20,095,7992,2186765311.9,7992,162,7951
20,097,4109,1839367939.9,4109,86,4055
20,099,15409,1641026261.3,15409,135,15373
20,101,3402,1833699353.2,3402,33,3394
20,103,32517,1157974900.4,32517,71,32352
20,105,5331,1827800089.3,5331,130,5303
20,107,18980,1530182107.9,18980,286,18956
20,109,4289,2742098059.0,4289,57,4273
20,111,17269,2153308361.7,17269,269,12749
20,113,18384,2253800173.1,18384,378,18267
20,115,12410,2406906410.3,12410,343,12391
20,117,9995,2283691911.5,9995,270,9981
20,119,5423,2498133274.2,5423,138,5413
20,121,18679,1469771726.8,18679,202,18582
20,123,7505,1825879438.7,7505,218,7500
20,125,22915,1629160590.3,22915,606,22801
20,127,6291,1789211044.9,6291,91,6274
20,129,5031,1864796175.5,5031,426,5013
20,131,8774,1816845555.8,8774,175,6393
20,133,12158,1456483489.7,12158,131,12152
20,135,6045,2738973310.8,6045,69,6034
20,137,6078,2229060655.4,6078,138,6074
20,139,12606,1813909684.8,12606,349,12458
20,141,6615,2272365338.1,6615,144,6610
20,143,6761,1826511510.2,6761,175,6748
20,145,6483,1923988078.2,6483,119,6416
20,147,7305,2265313714.6,7305,136,7298
20,149,17257,2177313974.1,17257,245,17239
20,151,8275,1859476189.6,8275,164,8191
20,153,5024,2724000691.2,5024,61,5024
20,155,35460,3187137671.3,35460,480,35423
20,157,7244,1817904012.8,7244,132,7221
20,159,9340,1826342899.8,9340,187,9333
20,161,24897,1574477898.1,24897,873,24703
20,163,6871,2277608727.7,6871,215,6853
20,165,5402,1814105851.1,5402,4,5402
20,167,7939,2268197822.2,7939,244,7939
20,169,26732,1805649462.0,26732,541,26651
20,171,5006,1827833125.4,5006,58,3349
20,173,240664,2390072502.8,240664,8951,221697
20,175,10313,1627571938.1,10313,362,10265
20,177,76607,1360741454.2,76607,770,68006
20,179,4160,2274464217.7,4160,73,4151
20,181,6425,2687464194.0,6425,86,6411
20,183,6788,2275126052.3,6788,91,6784
20,185,6253,2032917442.7,6253,159,6136
20,187,4064,1737077661.0,4064,35,4024
20,189,5860,1846985947.0,5860,48,5849
20,191,18174,2978434805.5,18174,262,13646
20,193,7447,2718985631.4,7447,90,7433
20,195,4793,2284892530.0,4793,92,4784
20,197,7240,2026318445.1,7240,154,7209
20,199,2900,2336294452.7,2900,13,2885
20,201,7973,2275949063.0,7973,181,7969
20,203,3358,1830910270.2,3358,25,3347
20,205,8868,1062135383.4,8868,218,8834
20,207,4893,1281302468.4,4893,144,4889
20,209,68157,334229579.4,68157,467,68122
21,001,17174,1204893490.8,17174,722,15330
21,003,15848,921725748.8,15848,549,13867
21,005,13299,578747368.0,13299,87,12838
21,007,7540,706357293.5,7540,96,6725
21,009,19283,1044032181.6,19283,199,19099
21,011,5617,536636004.4,5617,19,4944
21,013,14868,1118522274.2,14868,272,376
21,015,58095,618970125.7,58095,641,55156
21,017,7539,663089254.4,7539,3,6886
21,019,24381,395842915.1,24381,0,0
21,021,13681,523991219.6,13681,101,13491
21,023,5639,433657875.6,5639,93,5438
21,025,10277,1271225542.2,10277,60,10102
21,027,21351,1302715778.3,21351,349,16841
21,029,37150,712292425.0,37150,322,36908
21,031,9165,1169239656.8,9165,4,8270
21,033,11401,971494821.8,11401,42,9363
21,035,37348,926843280.2,37348,0,0
21,037,37142,368770736.0,37142,970,37001
21,039,4003,484276829.1,4003,0,12
21,041,7145,374481310.3,7145,146,6943
21,043,12623,830902084.5,12623,93,11621
21,045,12055,1116443643.3,12055,34,11941
21,047,23886,1202955568.7,23886,54,112
21,049,17867,652679794.0,17867,19,17258
21,051,15009,1404482301.6,15009,579,706
21,053,9442,727985975.5,9442,1067,8136
21,055,9283,1054601788.3,9283,31,8264
21,057,8041,931729628.1,8041,435,7768
21,059,47891,1156091866.9,47891,71,3818
21,061,9024,652995544.1,9024,79,8049
21,063,5250,671112786.7,5250,16,4358
21,065,10043,556809320.8,10043,52,66
21,067,114238,689459063.3,114238,0,0
21,069,7437,718237171.7,7437,44,7258
21,071,25750,1071812761.9,25750,265,20233
21,073,23483,591939622.4,23483,330,22488
21,075,4752,518765005.7,4752,0,21
21,077,5699,297171083.7,5699,80,5494
21,079,11318,652952680.2,11318,28,10758
21,081,10526,500828014.1,10526,136,10231
21,083,30311,1392589644.4,30311,0,0
21,085,26905,1182176434.9,26905,142,18218
21,087,7297,514810917.8,7297,11,6489
21,089,19305,580690397.3,19305,19,33
21,091,6149,549199800.2,6149,59,5965
21,093,46670,1395234103.0,46670,408,46421
21,095,17819,1430790503.0,17819,480,16633
21,097,9966,793531173.7,9966,234,9646
21,099,12587,1011533047.8,12587,0,8
21,101,22823,1126262718.3,22823,0,0
21,103,9441,775492446.4,9441,51,9306
21,105,4780,683136318.9,4780,4,15
21,107,24552,1165576543.0,24552,123,21015
21,109,8923,966291418.6,8923,343,6162
21,111,293038,1003583983.4,293038,1203,109475
21,113,22783,460178364.9,22783,10,154
21,115,15031,725669614.9,15031,295,338
21,117,65058,404339812.1,65058,1000,64735
21,119,11812,1112807181.8,11812,337,9178
21,121,16056,1077956252.8,16056,90,15250
21,123,8025,585820464.7,8025,68,267
21,125,32167,1008561031.9,32167,102,126
21,127,7906,647337449.0,7906,140,143
21,129,6163,571471811.1,6163,183,4444
21,131,10459,1296851806.1,10459,1137,9725
21,133,12200,1127086510.1,12200,131,11374
21,135,10276,1334533980.5,10276,121,9320
21,137,16087,934670558.8,16087,27,15801
21,139,6553,707093486.0,6553,77,5508
21,141,16400,1124959622.6,16400,99,281
21,143,12208,802477674.4,12208,1041,8738
21,145,36888,721804254.8,36888,476,35400
21,147,13210,1115338850.8,13210,1469,11254
21,149,5354,472862701.9,5354,33,5085
21,151,39123,1058777763.1,39123,0,0
21,153,10459,872146269.9,10459,11,12
21,155,11558,880344552.9,11558,19,11298
21,157,28510,748572513.9,28510,4,6
21,159,7113,509397340.9,7113,1,4
21,161,9026,506352938.9,9026,84,7779
21,163,12252,868494351.3,12252,57,11898
21,165,4255,438185202.1,4255,190,191
21,167,13209,695724911.1,13209,151,12736
21,169,5701,592692284.0,5701,14,4944
21,171,11329,918232838.0,11329,12,10204
21,173,10156,339401655.1,10156,0,1
21,175,10116,1026623036.5,10116,104,8285
21,177,22078,1634890765.8,22078,26,85
21,179,20953,845380189.7,20953,123,18553
21,181,4524,478392517.7,4524,0,11
21,183,20055,1653637423.0,20055,253,299
21,185,28928,526563343.7,28928,104,27095
21,187,11256,971959843.6,11256,61,243
21,189,4552,620129501.8,4552,184,287
21,191,9038,728032916.1,9038,150,8988
21,193,17850,1124570902.0,17850,55,14275
21,195,45089,2202694450.4,45089,542,586
21,197,7737,493116612.9,7737,59,76
21,199,48447,1972651644.5,48447,3978,47433
21,201,1519,259109191.9,1519,0,3
21,203,14684,871698034.5,14684,158,171
21,205,12712,654689062.7,12712,208,212
21,207,24508,861065451.5,24508,3928,4100
21,209,24962,726345968.4,24962,0,3283
21,211,23322,995944082.0,23322,181,23028
21,213,11937,632416793.3,11937,6,10255
21,215,11042,499035945.1,11042,17,10476
21,217,15868,864164474.2,15868,629,15177
21,219,8343,749242924.2,8343,31,6648
21,221,19082,1156761595.4,19082,401,423
21,223,6642,415334296.2,6642,10,17
21,225,8923,912349984.3,8923,167,8883
21,227,68585,1476321830.7,68585,0,2
21,229,7453,639697694.5,7453,9,16
21,231,18092,1089819775.6,18092,2994,2996
21,233,13257,877733916.2,13257,168,13247
21,235,20256,1040695391.2,20256,200,220
21,237,5633,481215852.0,5633,27,43
21,239,12024,519271140.6,12024,0,22
22,001,47241,1717935175.0,47241,244,46520
22,003,18903,2005967045.9,18903,257,15808
22,005,49481,606846964.0,49481,132,42597
22,007,14632,876957083.3,14632,26,14259
22,009,36922,2187928345.2,36922,291,696
22,011,27028,2983245795.9,27028,0,0
22,013,19348,2309806673.3,19348,126,17614
22,015,78890,2207589547.1,78890,1,78869
22,017,140496,2380020454.8,140496,2976,136829
22,019,155810,2830107208.4,155810,1792,149846
22,021,9387,1371537107.4,9387,166,9185
22,023,14919,13606536182.1,14919,143,14917
22,025,14620,1926816914.6,14620,407,13985
22,027,19581,2214541320.7,19581,127,3825
22,029,15463,2503315139.6,15463,724,13456
22,031,49518,2370569833.9,49518,828,46345
22,033,204767,1093915765.4,204767,742,200237
22,035,6709,1193793619.9,6709,128,148
22,037,17700,1270702622.9,17700,0,8
22,039,28328,1731888051.2,28328,256,27042
22,041,13636,1536031428.2,13636,1,4
22,043,19971,1728053929.3,19971,656,19080
22,045,37171,1387465500.1,37171,0,0
22,047,18740,1775607258.4,18740,423,16890
22,049,13515,1604393080.2,13515,182,8821
22,051,223825,574961886.6,223813,736,151412
22,053,25898,2280751856.1,25898,18,54
22,055,115719,672081487.4,115719,3313,111632
22,057,61352,2745838614.9,61352,357,55477
22,059,13702,1811567964.7,13702,271,9149
22,061,27358,1218966001.8,27358,937,26386
22,063,90479,1624299377.6,90479,80,5560
22,065,9589,1749581137.0,9589,745,813
22,067,21412,1829937600.3,21412,165,191
22,069,30194,3711933759.4,30194,1957,29788
22,071,150676,317632952.3,150676,3079,150664
22,073,92122,1641958423.4,92122,2591,73559
22,075,18130,2421279331.9,18130,0,0
22,077,18433,1538736461.1,18433,53,71
22,079,73959,3406764605.7,73959,958,72399
22,081,10805,958592018.8,10805,65,10003
22,083,18749,1461621036.6,18749,195,17511
22,085,29566,2404023153.5,29566,516,26274
22,087,21924,1691212265.3,21924,214,21924
22,089,39038,739478485.5,39038,400,38975
22,091,109,7234796.9,109,18,18
22,093,10742,647064036.3,10742,81,10602
22,095,25648,1213126753.2,25648,10,17
22,097,62001,2379050805.6,62001,0,0
22,099,39265,1864306343.4,39265,379,37763
22,101,38204,1299222192.4,38204,1271,37550
22,103,135296,2022355382.2,135296,1192,122076
22,105,77188,2016554716.7,77188,519,76932
22,107,5629,1805497780.4,5629,0,1
22,109,54414,1981741935.9,54414,82,49910
22,111,28333,2130950124.8,28333,492,27297
22,113,45600,3523257798.6,45600,75,34513
22,115,26052,3418621208.2,26052,755,25915
22,117,33291,1618701010.4,33291,189,32986
22,119,55578,1567882886.3,55578,2285,54801
22,121,12024,444313223.2,12024,38,12021
22,123,7415,795610979.5,7415,35,35
22,125,6462,979315918.0,6462,66,6299
22,127,1299,8880131.4,1299,20,20
23,001,43040,1006845615.2,43040,442,34931
23,003,36856,6631848278.6,36856,240,8352
23,005,145378,2274293222.1,145378,1950,127236
23,007,28322,2677389223.1,28322,293,17255
23,009,52582,3320067885.3,52582,666,43128
23,011,54646,1628260692.0,54646,606,38476
23,013,29627,947687179.0,29627,276,17889
23,015,29823,1075806511.2,29823,116,11565
23,017,42523,3459947996.4,42523,424,27665
23,019,56191,4624395267.4,56191,851,30582
23,021,14733,3206665153.9,14733,501,5915
23,023,20673,635489692.4,20673,311,17166
23,025,16209,3298254309.3,16209,205,7020
23,027,19770,1135658196.0,19770,87,10771
23,029,38594,4934400750.0,38594,481,26796
23,031,105598,2202539151.4,105598,1364,83524
24,001,41768,967456748.6,41768,691,39366
24,003,267221,1382467698.6,267221,2,2
24,005,374227,1921749250.8,374227,6324,350287
24,009,56728,555988800.1,56728,523,51931
24,011,17974,821203271.0,17974,1646,17790
24,013,69707,1126789489.9,69707,1,6
24,015,49724,878984937.3,49724,332,48959
24,017,74597,1207208094.2,74597,384,73581
24,019,26133,1066722540.7,26133,347,25662
24,021,123899,1734039950.6,123899,0,0
24,023,31631,1727141453.8,31631,1656,30472
24,025,96117,911486177.2,96117,535,93271
24,027,85015,604757845.8,85015,333,80676
24,029,15382,723870267.0,15382,106,9363
24,031,288099,1292189299.0,288099,1292,281298
24,033,352673,1851698645.9,352673,0,0
24,035,28123,974642544.9,28123,165,27432
24,037,53048,943572506.4,53048,1161,51520
24,039,18057,844945597.9,18057,1535,17789
24,041,22564,726637630.1,22564,220,21476
24,043,63118,1218322275.4,63118,583,60920
24,045,48740,973277706.7,48740,728,47242
24,047,47426,1243906873.4,47426,1213,46655
24,510,243575,778720701.9,243575,2194,238030
25,001,182344,3797188936.3,182344,0,0
25,003,73861,2456988815.5,73861,2539,72452
25,005,191052,1430145266.5,191052,5753,180747
25,007,21354,277430907.0,21354,711,20805
25,009,267779,3169501089.7,267779,8189,266384
25,011,41849,1693932115.7,41849,1545,40980
25,013,155814,1549460664.1,155814,2694,119800
25,015,62135,1508426644.4,62135,2373,60344
25,017,525751,5825494427.5,525751,16434,516981
25,019,13800,126995799.0,13800,283,11745
25,021,246371,2959854251.6,246371,8436,245322
25,023,215738,8627025191.7,215738,9192,209199
25,025,202110,474776178.7,202110,3442,180183
25,027,320036,6219183466.6,320036,10894,318186
26,001,21403,2097874647.2,21403,1063,1914
26,003,12522,2368217402.5,12522,1401,12522
26,005,68710,2209528515.6,68710,1604,65821
26,007,25094,1945975551.0,25094,1913,1976
26,009,37567,1217790565.9,37567,832,37471
26,011,18481,949583090.9,18481,375,18380
26,013,10940,2360257257.4,10940,938,10938
26,015,34076,1432539082.3,34076,173,33841
26,017,52405,1151413364.2,52405,600,52405
26,019,23098,1328192811.8,23098,568,20155
26,021,86588,1521414061.6,86588,199,870
26,023,27698,1136548548.4,27698,62,96
26,025,63191,1772504681.0,63191,515,21997
26,027,36376,1268446316.7,36376,145,34996
26,029,31398,1099649757.6,31398,1028,30268
26,031,30530,1833229527.7,30530,1132,30530
26,033,25726,3875069259.2,25726,937,1263
26,035,36452,1490625592.5,36452,78,135
26,037,37778,1489478266.8,37778,0,0
26,039,18036,1455988537.4,18036,2678,18004
26,041,22624,2892738915.9,22624,1,30
26,043,22886,1948406405.5,22886,2034,22835
26,045,46321,1469180614.2,46321,608,46321
26,047,32559,1189127284.3,32559,998,31808
26,049,54917,72208419.4,54917,2101,54908
26,051,28045,1336530413.6,28045,313,27668
26,053,20928,2782902375.1,20928,2014,20867
26,055,55932,1280392688.8,55932,665,54229
26,057,22401,1470671278.0,22401,1,2
26,059,33529,1549618232.5,33529,658,33351
26,061,24739,2175742665.9,24739,2415,24719
26,063,32997,2104006294.2,32997,338,16151
26,065,103649,1457416253.6,103649,1434,101619
26,067,31666,1474286987.2,31666,566,31427
26,069,31445,2337150499.6,31445,952,1046
26,071,20784,3146135000.0,20784,1874,20597
26,073,30772,1481843355.5,30772,63,14785
26,075,77822,1770380635.1,77822,1812,77733
26,077,122519,1503847546.2,122519,1261,46557
26,079,20474,1452799760.2,20474,706,20470
26,081,268709,3405964679.8,268709,4985,268698
26,083,4836,1021003410.6,4836,264,4825
26,085,27155,1469260130.2,27155,1558,27154
