year,recipient_age,active_rho,active_split,active_dup,passive_rho,passive_split,passive_dup,person_days,passive_measured,comparable
2023,29,4.831352,3.325634,5.728614,,,,3685229296.5,false,true
2023,30,9.196633,5.593017,11.359394,,,,3441971122.0,false,true
2023,31,9.019410,5.190186,11.499067,,,,3408931968.6,false,true
2023,32,10.938659,7.333793,13.025459,,,,3104901098.0,false,true
2023,33,8.513676,5.049203,10.689743,,,,3942906435.7,false,true
2023,34,8.399516,5.604829,10.028637,,,,3192757927.4,false,true
2023,35,12.481888,7.290184,15.558204,,,,3000104195.8,false,true
2023,36,11.762340,6.969385,15.115798,,,,3645808039.5,false,true
2023,37,11.082321,6.137368,14.501521,,,,3812922222.6,false,true
2023,38,9.929306,6.765028,11.992392,,,,3520064613.7,false,true
2023,39,5.122983,2.976015,6.447146,,,,4107730516.6,false,true
2023,40,4.844922,2.898765,6.048588,,,,3391753801.7,false,true
2023,41,6.710683,4.383696,8.179249,,,,3661074521.6,false,true
2023,42,5.719141,3.279386,7.389422,,,,3865353203.7,false,true
2023,43,4.258048,3.091856,4.966784,,,,3685818910.4,false,true
2023,44,6.386523,4.641956,7.519971,,,,3769111182.3,false,true
2023,45,3.279763,2.258623,3.941118,,,,4220195289.5,false,true
2023,46,4.533145,3.366274,5.264216,,,,3836083345.2,false,true
2023,47,4.666394,3.487372,5.415858,,,,3901598707.2,false,true
2023,48,2.858158,1.601685,3.639641,,,,3773181521.3,false,true
2023,49,4.721198,4.210791,5.056144,,,,3335720453.7,false,true
2023,50,2.351168,2.111579,2.493401,,,,3650059692.4,false,true
2023,51,8.449122,3.728295,12.185417,,,,3931518070.0,false,true
2023,52,3.662704,3.298082,3.921396,,,,4169141634.2,false,true
2023,53,4.088428,3.717910,4.313095,,,,4013322763.4,false,true
2023,54,2.250553,1.705436,2.603218,,,,4188503138.4,false,true
2023,55,1.911199,1.488774,2.203262,,,,3489802706.0,false,true
2023,56,1.815389,1.698965,1.920274,,,,3893782902.1,false,true
2023,57,5.682552,5.617514,5.716732,,,,2977459012.7,false,true
2023,58,3.884338,3.708396,3.979146,,,,3821351841.5,false,true
2023,59,2.231107,1.622753,2.600719,,,,3782039412.1,false,true
2023,60,6.233346,3.917364,7.872681,,,,3348350319.8,false,true
2023,61,1.650673,1.636252,1.658253,,,,3215561688.7,false,true
2023,62,4.687695,4.413024,4.832047,,,,3291037571.5,false,true
2023,63,3.913216,3.177406,4.412750,,,,3623849464.4,false,true
2023,64,2.237229,2.237229,2.237229,,,,3260992697.9,false,true
2023,65,6.110767,6.004707,6.166507,,,,3246311796.1,false,true
2023,66,12.100587,11.454297,12.593913,,,,2885938495.6,false,true
2023,67,2.574983,2.562111,2.584295,,,,2902488027.0,false,true
2023,68,4.585396,4.266432,4.753025,,,,2761083397.6,false,true
2023,69,5.516976,5.109678,5.731029,,,,2313488114.5,false,true
2023,70,6.448594,6.377197,6.486117,,,,2602717850.2,false,true
2023,71,5.063223,4.982411,5.105693,,,,2299521964.5,false,true
2023,72,6.403530,5.883342,6.676910,,,,2167106195.8,false,true
2023,73,8.826518,8.826518,8.826518,,,,2036319066.2,false,true
2023,74,4.126836,4.126836,4.126836,,,,2021246875.6,false,true
2023,75,6.684923,6.684923,6.684923,,,,2011343674.3,false,true
2023,76,4.547577,4.547577,4.547577,,,,1691874587.0,false,true
2023,77,3.749470,3.749470,3.749470,,,,1627090567.7,false,true
2023,78,3.611485,3.163830,3.919222,,,,1533553885.3,false,true
2023,79,8.769884,8.769884,8.769884,,,,1457869853.8,false,true
2023,80,4.532947,4.532947,4.532947,,,,4907943340.6,false,true
2023,85,9.406551,9.287049,9.473712,,,,3482392551.4,false,true
2024,0,136.307578,102.312625,155.884216,304.608574,199.488706,322.678354,2712907823.0,true,true
2024,1,91.511817,62.903172,109.367776,294.061545,181.220789,314.484225,2429807126.6,true,true
2024,2,122.504194,91.159148,141.526882,285.646273,177.065920,304.458875,2188018782.1,true,true
2024,3,104.949950,70.358367,126.199499,282.250864,163.564344,303.171176,2458695688.1,true,true
2024,4,74.105414,48.797473,89.559156,249.834847,137.857527,269.579844,3191159101.6,true,true
2024,5,72.637613,42.420428,92.862261,278.658841,146.336913,302.013315,3175004535.4,true,true
2024,6,49.569375,28.009408,63.646470,252.425003,136.994978,273.130553,3110460624.9,true,true
2024,7,50.329979,28.940387,63.859867,266.496883,155.737793,285.260907,3414835249.2,true,true
2024,8,43.834144,25.494790,55.992634,297.005824,153.761068,322.424559,2763485700.9,true,true
2024,9,39.986064,23.979460,50.603954,260.795334,151.886682,280.154492,4167963405.4,true,true
2024,10,36.895741,23.246783,45.497639,249.278701,145.792441,266.934128,3731971209.1,true,true
2024,11,35.115399,21.647309,44.330170,256.588901,166.096700,272.861610,3548934420.6,true,true
2024,12,26.313045,17.274149,32.051758,274.725410,189.968424,289.977001,3886106030.2,true,true
2024,13,23.549753,16.330379,28.273101,,,,3579492108.0,false,true
2024,14,17.415947,11.581210,21.335009,,,,3941789603.2,false,true
2024,15,10.532833,6.610499,13.259960,,,,5260156781.2,false,true
2024,16,10.152323,6.041486,12.941965,,,,6530897975.5,false,true
2024,17,9.202203,6.485278,10.883028,,,,4987834415.7,false,true
2024,18,3.532307,2.421061,4.220588,,,,4997250856.5,false,true
2024,19,2.064463,1.339542,2.575303,,,,4872093954.7,false,true
2024,20,2.807408,2.656912,2.916284,,,,4588928400.5,false,true
2024,21,1.605586,0.913997,2.099919,,,,4822911087.3,false,true
2024,22,5.714769,2.665509,8.166773,,,,4358461353.1,false,true
2024,23,5.027488,2.316504,7.275504,,,,5003130153.5,false,true
2024,24,1.754696,1.573293,1.850031,,,,3783417083.3,false,true
2024,25,8.598200,5.022741,11.459060,,,,4194329363.7,false,true
2024,26,4.161002,2.653383,5.028628,,,,3515794406.9,false,true
2024,27,3.303136,2.453175,3.771587,,,,3049419336.2,false,true
2024,28,7.720867,4.527539,9.672579,,,,3964313224.9,false,true
2024,29,5.389002,3.751145,6.540499,,,,3494747960.5,false,true
2024,30,5.334428,3.453605,6.440914,,,,3606880756.9,false,true
2024,31,9.299470,5.405819,11.776509,,,,3150861863.6,false,true
2024,32,16.005000,13.411745,17.610537,,,,3515667948.0,false,true
2024,33,8.959763,5.241742,11.273088,,,,3390169171.9,false,true
2024,34,10.213243,8.059485,11.532399,,,,3894343931.1,false,true
2024,35,12.997078,7.878166,16.122253,,,,3324434716.7,false,true
2024,36,9.328496,4.903953,12.372195,,,,3902385137.8,false,true
2024,37,8.178414,4.742204,10.310207,,,,3409991674.5,false,true
2024,38,8.166380,4.707583,10.512769,,,,3928908897.3,false,true
2024,39,5.831499,3.263745,7.483615,,,,3677467598.5,false,true
2024,40,6.257600,4.674019,7.296036,,,,3731173491.0,false,true
2024,41,6.932332,4.620646,8.486215,,,,3933016171.1,false,true
2024,42,6.820018,4.158159,8.437331,,,,3649751643.9,false,true
2024,43,9.754702,5.728854,12.864002,,,,3854186872.6,false,true
2024,44,4.028403,2.967084,4.681334,,,,4516245732.4,false,true
2024,45,4.491292,2.935547,5.484988,,,,4222418858.5,false,true
2024,46,4.916228,3.447858,5.726360,,,,4051293157.8,false,true
2024,47,7.077609,3.395335,10.184468,,,,4133276445.2,false,true
2024,48,5.251097,3.884184,6.019603,,,,3508158562.9,false,true
2024,49,4.205688,3.839014,4.444181,,,,3863730199.6,false,true
2024,50,4.205644,3.946289,4.363029,,,,4097998786.7,false,true
2024,51,3.781888,3.521312,3.934734,,,,4218581443.1,false,true
2024,52,3.638180,3.123658,3.989181,,,,3888855698.4,false,true
2024,53,2.781280,2.669933,2.848558,,,,4253527730.4,false,true
2024,54,4.537355,4.206514,4.749151,,,,3525586057.4,false,true
2024,55,2.453341,2.160780,2.607094,,,,3421949445.0,false,true
2024,56,2.034191,1.992807,2.058616,,,,3349637520.5,false,true
2024,57,3.205237,3.107276,3.276106,,,,3176265621.0,false,true
2024,58,2.155030,2.032589,2.252846,,,,3537240218.8,false,true
2024,59,6.270703,5.781580,6.538370,,,,3210647107.5,false,true
2024,60,1.700463,1.644131,1.745466,,,,3372105523.9,false,true
2024,61,2.586952,2.578696,2.591291,,,,3945154260.3,false,true
2024,62,3.461752,3.243429,3.576490,,,,3032478755.1,false,true
2024,63,1.434872,1.183216,1.567127,,,,3303880143.4,false,true
2024,64,3.390333,3.390333,3.390333,,,,3746656161.7,false,true
2024,65,4.770506,4.539656,4.933543,,,,2926567026.3,false,true
2024,66,3.893132,3.893132,3.893132,,,,3145621656.1,false,true
2024,67,5.156042,4.964222,5.333423,,,,3038242373.8,false,true
2024,68,2.228600,2.228600,2.228600,,,,2879975648.2,false,true
2024,69,9.707209,9.123664,10.064814,,,,2180671891.0,false,true
2024,70,5.074593,4.884933,5.249976,,,,3072855191.4,false,true
2024,71,7.015607,6.801672,7.187115,,,,2508803927.1,false,true
2024,72,5.033446,4.523825,5.360618,,,,2846530105.7,false,true
2024,73,8.403586,8.289676,8.480236,,,,2289590099.3,false,true
2024,74,1.963928,1.963928,1.963928,,,,2348675043.6,false,true
2024,75,3.347552,3.347552,3.347552,,,,1801432683.6,false,true
2024,76,3.342094,3.342094,3.342094,,,,2028359138.3,false,true
2024,77,3.632657,3.632657,3.632657,,,,2040119905.4,false,true
2024,78,0.743244,0.743244,0.743244,,,,1505461599.9,false,true
2024,79,2.238521,2.102375,2.310072,,,,1244097046.8,false,true
2024,80,8.071485,7.990762,8.113908,,,,4827194055.7,false,true
2024,85,9.514998,9.447900,9.550261,,,,3834285938.0,false,true
2025,0,146.170940,99.700724,173.486845,284.664042,198.146536,299.647986,2452724044.4,true,true
2025,1,99.926242,76.783438,113.754216,258.865563,169.558203,274.234179,2593118164.6,true,true
2025,2,91.789242,58.497501,112.352638,263.092358,149.862114,282.025041,2857496750.1,true,true
2025,3,70.997858,43.136915,88.261074,254.820363,131.483992,276.547159,2895198332.0,true,true
2025,4,77.629890,54.820300,91.835817,259.236799,154.161941,277.329844,2974753448.1,true,true
2025,5,70.758953,44.509183,86.717594,245.800678,130.433383,266.283044,3383616889.1,true,true
2025,6,64.828544,38.895065,81.671545,278.284504,156.107159,299.586657,3216892911.6,true,true
2025,7,48.995310,30.797062,60.405760,306.177861,182.470854,327.168222,2828361992.1,true,true
2025,8,53.911599,30.047507,69.087001,251.878761,137.084478,272.031963,2822213987.2,true,true
2025,9,39.380786,24.681537,48.970166,234.851577,121.344159,254.742876,3459377285.3,true,true
2025,10,39.033023,22.561194,49.948884,257.642310,172.244482,272.414392,3599436788.0,true,true
2025,11,28.986725,17.115387,37.145439,181.905207,111.911438,193.979649,3621297333.5,true,true
2025,12,24.592031,14.627721,30.862331,215.899389,139.336555,228.783517,3510456048.4,true,true
2025,13,19.471547,11.639996,24.493230,,,,3935265531.5,false,true
2025,14,17.903269,11.610156,21.984439,,,,5026635543.8,false,true
2025,15,9.103964,5.734910,11.327241,,,,5377354690.1,false,true
2025,16,7.331093,4.546737,9.150722,,,,6162316989.2,false,true
2025,17,7.438716,5.451249,8.756588,,,,6458688211.3,false,true
2025,18,2.758710,1.949477,3.383317,,,,5600222431.6,false,true
2025,19,0.481262,0.383299,0.537290,,,,5092486441.9,false,true
2025,20,3.297750,1.262553,4.856058,,,,5240803368.4,false,true
2025,21,1.068463,0.480469,1.487228,,,,4898541714.3,false,true
2025,22,0.430429,0.293742,0.547287,,,,4632627442.3,false,true
2025,23,2.902412,2.027453,3.370037,,,,4678932495.6,false,true
2025,24,4.022179,2.512017,5.011137,,,,4553611989.9,false,true
2025,25,1.482320,0.871751,1.897777,,,,4405705964.4,false,true
2025,26,1.831427,1.306226,2.143138,,,,4198878605.0,false,true
2025,27,5.074993,3.539356,5.930246,,,,3680355619.3,false,true
2025,28,6.253437,4.409329,7.323188,,,,3613132313.7,false,true
2025,29,6.075422,4.182062,7.254215,,,,2987737006.1,false,true
2025,30,4.576893,2.759382,5.676319,,,,2818030325.4,false,true
2025,31,9.493535,6.424505,11.234954,,,,2922327822.5,false,true
2025,32,8.098659,3.957279,10.845877,,,,3750779897.6,false,true
2025,33,14.408973,10.013446,17.142096,,,,3916083835.6,false,true
2025,34,6.933987,4.032915,8.673949,,,,3460164972.2,false,true
2025,35,10.542180,6.494121,13.212918,,,,3625874523.9,false,true
2025,36,10.472861,5.644957,13.437974,,,,3728479775.0,false,true
2025,37,6.368705,4.486838,7.582744,,,,3432173423.1,false,true
2025,38,10.801078,6.103470,13.676655,,,,3619223616.8,false,true
2025,39,6.453071,4.627614,7.592244,,,,4542520417.0,false,true
2025,40,8.394097,5.062796,10.476124,,,,3913766957.5,false,true
2025,41,9.521326,7.375343,10.758187,,,,3109348744.1,false,true
2025,42,7.661425,4.875345,9.731882,,,,3773737173.2,false,true
2025,43,11.580165,9.714044,12.668243,,,,4271544777.7,false,true
2025,44,4.351486,3.320421,4.990174,,,,4003958019.8,false,true
2025,45,7.058572,5.275093,8.162356,,,,4785265930.2,false,true
2025,46,3.445387,2.533475,4.021140,,,,3572137253.3,false,true
2025,47,2.848885,1.939257,3.440847,,,,4621614479.3,false,true
2025,48,1.634528,1.298463,1.866973,,,,4725447281.4,false,true
2025,49,5.580305,4.614453,6.089360,,,,4086903219.2,false,true
2025,50,3.625340,2.700635,4.208542,,,,3544846839.8,false,true
2025,51,1.750669,1.228951,2.171588,,,,3158033566.3,false,true
2025,52,2.449886,2.327506,2.520539,,,,3734367101.4,false,true
2025,53,3.995308,3.438862,4.303880,,,,4407096547.1,false,true
2025,54,3.534563,2.649223,4.090909,,,,3777647314.0,false,true
2025,55,1.791904,1.743418,1.826980,,,,4140642742.9,false,true
2025,56,6.628269,6.628269,6.628269,,,,3068809294.1,false,true
2025,57,0.986594,0.786345,1.091833,,,,3748953002.8,false,true
2025,58,1.499308,1.428967,1.543970,,,,3363583583.3,false,true
2025,59,1.469551,1.176778,1.623416,,,,3496848304.8,false,true
2025,60,1.489402,1.489402,1.489402,,,,2895845712.9,false,true
2025,61,1.696398,1.668670,1.710970,,,,3938511910.1,false,true
2025,62,2.927371,2.927371,2.927371,,,,3832068454.2,false,true
2025,63,3.679429,3.476378,3.819595,,,,3408792240.0,false,true
2025,64,7.250941,7.166099,7.304810,,,,3296329787.6,false,true
2025,65,2.862649,2.292168,3.297022,,,,2594538323.0,false,true
2025,66,4.123569,4.112815,4.130398,,,,3025691335.8,false,true
2025,67,8.515885,8.359638,8.640708,,,,3363179592.0,false,true
2025,68,6.739264,5.597597,7.343247,,,,2598556182.7,false,true
2025,69,3.901522,3.641044,4.040418,,,,3398663211.5,false,true
2025,70,2.905277,2.738705,2.992817,,,,2283702943.5,false,true
2025,71,3.596954,3.511904,3.641651,,,,2827257258.1,false,true
2025,72,4.537305,4.263402,4.681253,,,,2413564455.5,false,true
2025,73,34.350935,33.625291,34.875901,,,,2041567758.3,false,true
2025,74,4.390718,4.321244,4.434830,,,,2281568592.9,false,true
2025,75,3.081814,3.077008,3.084339,,,,2071150720.2,false,true
2025,76,5.285166,3.180092,6.958605,,,,1952329094.3,false,true
2025,77,4.209056,3.594686,4.639236,,,,1873977911.4,false,true
2025,78,2.995513,2.995513,2.995513,,,,1942433428.9,false,true
2025,79,5.490186,5.490186,5.490186,,,,1281526285.4,false,true
2025,80,4.076959,3.965806,4.147321,,,,5116358295.6,false,true
2025,85,11.472039,11.202767,11.641314,,,,3459691365.6,false,true
