sample,code,minutes_per_day
US1993,38,2.4479
US1993,39,19.2229
US1993,40,6.2124
US1993,42,17.7213
US1993,45,5.6320
US1993,46,2.9694
US1993,47,0.0790
US1993,48,34.4668
US1993,49,9.8772
US1993,50,5.4981
US1993,52,3.0799
US1993,53,6.1341
US1993,54,3.6455
US1993,55,18.8152
US1993,56,22.7525
US1993,57,0.5573
US1993,58,1.8069
US1993,59,150.0539
US1993,61,3.3567
US1993,63,24.4968
US1993,64,2.4388
US1993,65,3.5464
US1993,66,2.9398
US1993,67,35.2098
US1993,68,19.7230
US1995,2,478.2324
US1995,4,45.9788
US1995,5,3.3682
US1995,6,43.3778
US1995,7,241.7984
US1995,8,7.0232
US1995,9,0.0816
US1995,11,0.1654
US1995,12,1.9824
US1995,13,1.0970
US1995,14,1.1782
US1995,15,10.8499
US1995,16,7.4364
US1995,17,1.3543
US1995,18,27.9966
US1995,19,5.4578
US1995,20,35.2193
US1995,21,11.4816
US1995,22,12.0254
US1995,23,21.9481
US1995,24,23.0451
US1995,25,3.9269
US1995,26,3.9437
US1995,27,4.0669
US1995,28,19.3902
US1995,29,2.2389
US1995,30,8.4171
US1995,31,2.3852
US1995,32,9.4003
US1995,33,4.2220
US1995,34,5.9178
US1995,36,4.6665
US1995,37,5.1061
US1995,38,3.1875
US1995,39,18.6639
US1995,40,10.3537
US1995,41,0.6611
US1995,42,17.5230
US1995,45,6.4967
US1995,46,3.4990
US1995,47,0.1135
US1995,48,25.0824
US1995,49,20.0191
US1995,50,6.2568
US1995,52,1.7534
US1995,53,1.1215
US1995,54,4.9752
US1995,55,18.2832
US1995,56,20.5801
US1995,57,0.5838
US1995,58,2.0893
US1995,59,129.7234
US1995,61,3.4895
US1995,63,29.8534
US1995,64,2.0674
US1995,65,2.7107
US1995,66,4.4790
US1995,67,31.0750
US1995,68,20.5789
US1998,2,471.7649
US1998,3,0.1023
US1998,4,52.8135
US1998,5,6.5200
US1998,6,46.7101
US1998,7,231.7054
US1998,8,14.9661
US1998,9,0.5229
US1998,11,1.4189
US1998,12,1.3213
US1998,14,0.4573
US1998,15,4.9153
US1998,16,4.3220
US1998,17,3.3344
US1998,18,31.6140
US1998,19,6.5646
US1998,20,42.0780
US1998,21,15.2196
US1998,22,10.5652
US1998,23,12.1653
US1998,24,24.3090
US1998,25,5.1383
US1998,26,6.5530
US1998,27,5.1794
US1998,28,31.4869
US1998,29,4.0162
US1998,30,14.1072
US1998,31,4.8341
US1998,32,4.5189
US1998,33,3.6887
US1998,34,10.4538
US1998,35,1.4692
US1998,36,4.2042
US1998,37,3.2651
US1998,38,2.7263
US1998,39,16.0456
US1998,40,6.2830
US1998,42,16.1655
US1998,43,0.2738
US1998,45,3.4560
US1998,46,1.2037
US1998,48,25.7286
US1998,49,17.8697
US1998,50,4.4275
US1998,52,1.9435
US1998,53,2.4368
US1998,54,4.4188
US1998,55,17.5386
US1998,56,14.1391
US1998,57,0.1803
US1998,58,1.1604
US1998,59,112.1087
US1998,60,1.1173
US1998,61,10.4460
US1998,63,29.8395
US1998,64,1.5760
US1998,65,3.2664
US1998,66,8.1671
US1998,67,37.7393
US1998,68,17.4375
US2003,1,1.7253
US2003,2,506.1028
US2003,3,0.0640
US2003,4,45.0804
US2003,5,0.3611
US2003,6,50.7912
US2003,7,216.7345
US2003,8,13.2133
US2003,9,7.6804
US2003,10,0.3141
US2003,11,2.4060
US2003,12,0.1907
US2003,13,0.0191
US2003,14,1.9396
US2003,15,7.9834
US2003,16,7.0078
US2003,17,0.9683
US2003,18,24.5758
US2003,19,7.5528
US2003,20,28.7078
US2003,21,12.7411
US2003,22,8.0864
US2003,23,9.8500
US2003,24,25.3557
US2003,25,4.5035
US2003,26,2.4359
US2003,27,0.0031
US2003,28,11.0656
US2003,29,3.1560
US2003,30,8.4366
US2003,31,8.0311
US2003,32,14.0884
US2003,33,8.1865
US2003,34,7.9074
US2003,35,1.8957
US2003,36,2.2315
US2003,37,2.9857
US2003,38,0.4473
US2003,39,14.6108
US2003,40,6.1236
US2003,41,1.3333
US2003,42,10.4226
US2003,43,2.4813
US2003,44,0.3299
US2003,46,13.8260
US2003,47,4.9859
US2003,48,40.9787
US2003,49,5.8761
US2003,50,8.2535
US2003,52,0.2062
US2003,53,1.5132
US2003,54,1.8166
US2003,55,18.1292
US2003,56,17.1042
US2003,57,1.6851
US2003,58,0.9961
US2003,59,142.7261
US2003,61,9.8364
US2003,62,0.8589
US2003,63,18.3958
US2003,64,1.6575
US2003,65,2.3910
US2003,66,11.5235
US2003,67,29.0768
US2003,68,16.5181
US2003,69,1.5179
US2004,1,1.1183
US2004,2,503.6437
US2004,3,0.0033
US2004,4,46.1410
US2004,5,0.2497
US2004,6,52.7560
US2004,7,214.6071
US2004,8,15.7522
US2004,9,6.6488
US2004,10,0.2406
US2004,11,0.2507
US2004,12,0.0867
US2004,13,0.2275
US2004,14,1.8569
US2004,15,7.4450
US2004,16,7.3312
US2004,17,1.7512
US2004,18,24.0146
US2004,19,7.6709
US2004,20,28.5401
US2004,21,13.0110
US2004,22,7.7425
US2004,23,10.1261
US2004,24,25.3655
US2004,25,4.2690
US2004,26,2.2037
US2004,27,0.0024
US2004,28,11.0037
US2004,29,2.6522
US2004,30,9.1506
US2004,31,7.8889
US2004,32,15.1122
US2004,33,8.3820
US2004,34,6.7139
US2004,35,2.3318
US2004,36,1.7936
US2004,37,3.0790
US2004,38,0.2685
US2004,39,14.4911
US2004,40,6.0055
US2004,41,0.9256
US2004,42,11.3996
US2004,43,2.2133
US2004,44,0.3449
US2004,45,0.0043
US2004,46,13.9213
US2004,47,4.5057
US2004,48,38.8552
US2004,49,6.0876
US2004,50,8.9130
US2004,52,0.1682
US2004,53,1.3108
US2004,54,1.8764
US2004,55,15.7973
US2004,56,18.8094
US2004,57,2.1517
US2004,58,1.0323
US2004,59,147.3776
US2004,61,10.6768
US2004,62,0.2936
US2004,63,19.0625
US2004,64,1.7899
US2004,65,2.3542
US2004,66,11.1731
US2004,67,30.2002
US2004,68,15.1482
US2004,69,1.6784
US2005,1,1.6450
US2005,2,508.3284
US2005,3,0.0289
US2005,4,46.1332
US2005,5,0.4224
US2005,6,53.0105
US2005,7,217.6975
US2005,8,13.8172
US2005,9,7.2041
US2005,10,0.1786
US2005,11,0.1111
US2005,12,0.2117
US2005,13,0.1826
US2005,14,1.4725
US2005,15,6.1321
US2005,16,7.6580
US2005,17,1.5836
US2005,18,23.8743
US2005,19,7.1052
US2005,20,29.3396
US2005,21,12.9849
US2005,22,8.0670
US2005,23,10.0706
US2005,24,25.2785
US2005,25,4.1258
US2005,26,2.3100
US2005,27,0.0177
US2005,28,10.8168
US2005,29,2.8343
US2005,30,8.9182
US2005,31,7.8973
US2005,32,11.9257
US2005,33,8.1405
US2005,34,6.9146
US2005,35,1.6693
US2005,36,2.0225
US2005,37,2.9040
US2005,38,0.2697
US2005,39,14.7843
US2005,40,5.2951
US2005,41,1.6602
US2005,42,10.5961
US2005,43,2.4563
US2005,44,0.4226
US2005,45,0.0412
US2005,46,14.3911
US2005,47,5.4207
US2005,48,39.0738
US2005,49,5.2666
US2005,50,8.9114
US2005,52,0.1682
US2005,53,1.2177
US2005,54,1.7755
US2005,55,16.8127
US2005,56,17.7356
US2005,57,1.8004
US2005,58,1.1315
US2005,59,144.7830
US2005,61,10.8274
US2005,62,0.5386
US2005,63,20.3509
US2005,64,1.3048
US2005,65,2.3194
US2005,66,10.5608
US2005,67,29.0481
US2005,68,16.0049
US2005,69,1.9974
US2006,1,1.6916
US2006,2,510.8765
US2006,3,0.0004
US2006,4,44.9117
US2006,5,0.3376
US2006,6,51.8699
US2006,7,220.4312
US2006,8,15.2152
US2006,9,7.6202
US2006,10,0.3441
US2006,11,0.0548
US2006,12,0.0383
US2006,13,0.1594
US2006,14,2.0016
US2006,15,6.8259
US2006,16,7.6367
US2006,17,1.4681
US2006,18,24.6656
US2006,19,7.3070
US2006,20,28.4545
US2006,21,12.9692
US2006,22,6.8930
US2006,23,8.6723
US2006,24,25.7521
US2006,25,3.8634
US2006,26,2.4837
US2006,28,10.1675
US2006,29,2.6908
US2006,30,9.4663
US2006,31,7.1325
US2006,32,11.1884
US2006,33,7.5911
US2006,34,6.5256
US2006,35,1.5677
US2006,36,2.1278
US2006,37,3.1415
US2006,38,0.2089
US2006,39,14.8519
US2006,40,5.2543
US2006,41,2.0945
US2006,42,10.5940
US2006,43,2.2018
US2006,44,0.4753
US2006,45,0.0018
US2006,46,13.6752
US2006,47,5.0579
US2006,48,39.6309
US2006,49,5.7993
US2006,50,9.1802
US2006,52,0.2294
US2006,53,1.0642
US2006,54,1.7809
US2006,55,15.9988
US2006,56,17.7348
US2006,57,2.0168
US2006,58,1.1658
US2006,59,143.3139
US2006,61,11.2813
US2006,62,0.9759
US2006,63,20.5537
US2006,64,1.3640
US2006,65,2.6808
US2006,66,9.3014
US2006,67,29.1944
US2006,68,15.8743
US2006,69,2.3004
US2007,1,1.6525
US2007,2,505.9418
US2007,3,0.0202
US2007,4,44.2947
US2007,5,0.2465
US2007,6,52.2317
US2007,7,224.4012
US2007,8,16.6700
US2007,9,8.1857
US2007,10,0.3662
US2007,11,0.0663
US2007,12,0.2096
US2007,13,0.1257
US2007,14,2.1173
US2007,15,6.1400
US2007,16,6.8670
US2007,17,1.0195
US2007,18,24.6736
US2007,19,6.7735
US2007,20,29.7954
US2007,21,13.2561
US2007,22,6.4869
US2007,23,9.1827
US2007,24,24.6355
US2007,25,4.1250
US2007,26,2.1845
US2007,27,0.0006
US2007,28,10.6795
US2007,29,2.3581
US2007,30,9.6643
US2007,31,7.2985
US2007,32,9.8670
US2007,33,8.8828
US2007,34,8.2171
US2007,35,1.5161
US2007,36,1.7852
US2007,37,2.7842
US2007,38,0.4348
US2007,39,15.0411
US2007,40,5.2148
US2007,41,1.3421
US2007,42,11.8403
US2007,43,2.9039
US2007,44,0.4515
US2007,46,13.9667
US2007,47,5.8208
US2007,48,37.5053
US2007,49,5.1033
US2007,50,9.7523
US2007,52,0.2326
US2007,53,1.1087
US2007,54,1.9079
US2007,55,15.8898
US2007,56,17.1025
US2007,57,1.3446
US2007,58,0.8632
US2007,59,147.1363
US2007,61,10.6266
US2007,62,0.5869
US2007,63,19.6202
US2007,64,1.0300
US2007,65,2.5072
US2007,66,9.2042
US2007,67,28.9692
US2007,68,15.4304
US2007,69,2.3400
US2008,1,1.8832
US2008,2,507.5840
US2008,3,0.0261
US2008,4,46.1873
US2008,5,0.5529
US2008,6,52.3622
US2008,7,216.6516
US2008,8,17.2466
US2008,9,8.2071
US2008,10,0.2216
US2008,11,0.1192
US2008,12,0.1908
US2008,13,0.3762
US2008,14,2.7753
US2008,15,6.2558
US2008,16,8.7814
US2008,17,0.9966
US2008,18,24.8452
US2008,19,6.9529
US2008,20,26.9268
US2008,21,11.5752
US2008,22,6.1362
US2008,23,8.7246
US2008,24,23.8365
US2008,25,3.8860
US2008,26,1.9350
US2008,27,0.0319
US2008,28,10.3035
US2008,29,2.6544
US2008,30,8.7393
US2008,31,8.4573
US2008,32,12.0768
US2008,33,8.5430
US2008,34,7.7876
US2008,35,1.7158
US2008,36,2.1235
US2008,37,2.5965
US2008,38,0.3598
US2008,39,13.8378
US2008,40,4.6522
US2008,41,1.8781
US2008,42,11.0460
US2008,43,2.3920
US2008,44,0.4532
US2008,45,0.0195
US2008,46,12.6510
US2008,47,5.3731
US2008,48,38.0690
US2008,49,6.3137
US2008,50,9.9637
US2008,52,0.1612
US2008,53,1.0368
US2008,54,1.8537
US2008,55,13.8969
US2008,56,16.5340
US2008,57,1.4134
US2008,58,1.0986
US2008,59,156.5225
US2008,61,11.4681
US2008,62,0.5548
US2008,63,19.3826
US2008,64,1.3871
US2008,65,2.3204
US2008,66,9.7205
US2008,67,28.4768
US2008,68,14.6712
US2008,69,2.2268
US2009,1,2.5310
US2009,2,513.4683
US2009,3,0.0261
US2009,4,44.4440
US2009,5,0.2461
US2009,6,53.1745
US2009,7,200.2085
US2009,8,19.9324
US2009,9,8.1177
US2009,10,0.3313
US2009,11,0.0371
US2009,12,0.1360
US2009,13,0.2392
US2009,14,3.5914
US2009,15,6.3279
US2009,16,8.4557
US2009,17,1.3126
US2009,18,25.5892
US2009,19,7.0268
US2009,20,29.7585
US2009,21,11.2704
US2009,22,6.1354
US2009,23,9.0092
US2009,24,23.7375
US2009,25,4.1241
US2009,26,2.2185
US2009,27,0.0194
US2009,28,10.7297
US2009,29,2.5657
US2009,30,9.9375
US2009,31,7.7978
US2009,32,10.6723
US2009,33,8.7053
US2009,34,7.9419
US2009,35,1.2589
US2009,36,1.4450
US2009,37,2.6825
US2009,38,0.4895
US2009,39,13.1963
US2009,40,4.4052
US2009,41,2.2775
US2009,42,11.1870
US2009,43,2.6778
US2009,44,0.4717
US2009,45,0.0026
US2009,46,12.8626
US2009,47,5.7337
US2009,48,37.3273
US2009,49,5.8308
US2009,50,11.3276
US2009,52,0.1763
US2009,53,0.9001
US2009,54,1.6783
US2009,55,13.7031
US2009,56,16.6746
US2009,57,1.4679
US2009,58,1.2967
US2009,59,158.8560
US2009,61,12.7400
US2009,62,1.0934
US2009,63,19.1668
US2009,64,1.3477
US2009,65,2.2398
US2009,66,9.4065
US2009,67,28.3992
US2009,68,15.5326
US2009,69,2.3264
US2010,1,3.2924
US2010,2,512.1890
US2010,3,0.1193
US2010,4,46.4514
US2010,5,0.3018
US2010,6,53.2766
US2010,7,201.7438
US2010,8,18.8110
US2010,9,6.1379
US2010,10,0.2453
US2010,11,0.1043
US2010,12,0.0378
US2010,13,0.3348
US2010,14,3.9423
US2010,15,6.9573
US2010,16,8.1958
US2010,17,0.9558
US2010,18,27.1047
US2010,19,6.6670
US2010,20,27.7622
US2010,21,11.4548
US2010,22,6.2801
US2010,23,8.0962
US2010,24,23.3051
US2010,25,3.8301
US2010,26,2.1847
US2010,27,0.0421
US2010,28,9.3545
US2010,29,2.5493
US2010,30,9.5380
US2010,31,7.5769
US2010,32,11.0541
US2010,33,8.4755
US2010,34,9.0190
US2010,35,1.7076
US2010,36,1.5983
US2010,37,2.5152
US2010,38,0.4676
US2010,39,14.4837
US2010,40,4.8765
US2010,41,4.3476
US2010,42,12.1601
US2010,43,2.4206
US2010,44,0.4474
US2010,46,13.9978
US2010,47,5.9602
US2010,48,38.3366
US2010,49,5.1949
US2010,50,10.6228
US2010,52,0.1991
US2010,53,0.8530
US2010,54,1.3474
US2010,55,15.4295
US2010,56,14.6425
US2010,57,2.3047
US2010,58,1.1890
US2010,59,152.0124
US2010,61,14.7144
US2010,62,2.0157
US2010,63,19.1923
US2010,64,1.1557
US2010,65,2.2864
US2010,66,9.4339
US2010,67,28.0406
US2010,68,16.0696
US2010,69,2.5860
US2011,1,2.9567
US2011,2,515.0950
US2011,3,0.0737
US2011,4,45.1932
US2011,5,0.2798
US2011,6,54.3015
US2011,7,205.8729
US2011,8,17.0820
US2011,9,8.5164
US2011,10,0.3417
US2011,11,0.1226
US2011,12,0.0862
US2011,13,0.2201
US2011,14,3.2502
US2011,15,7.4856
US2011,16,8.2777
US2011,17,1.2096
US2011,18,26.7082
US2011,19,6.9066
US2011,20,27.4217
US2011,21,10.6923
US2011,22,6.9737
US2011,23,8.5459
US2011,24,22.8046
US2011,25,3.4746
US2011,26,1.7064
US2011,27,0.0082
US2011,28,9.0666
US2011,29,2.9927
US2011,30,9.4533
US2011,31,6.9673
US2011,32,11.3403
US2011,33,8.3277
US2011,34,8.4613
US2011,35,1.4310
US2011,36,1.7077
US2011,37,2.4531
US2011,38,0.4159
US2011,39,12.9927
US2011,40,5.3585
US2011,41,2.8891
US2011,42,12.2759
US2011,43,2.9823
US2011,44,0.6320
US2011,45,0.0390
US2011,46,12.0732
US2011,47,5.3367
US2011,48,36.5885
US2011,49,5.2483
US2011,50,11.1748
US2011,52,0.2190
US2011,53,0.8167
US2011,54,1.5062
US2011,55,15.8835
US2011,56,15.1176
US2011,57,2.0032
US2011,58,0.9669
US2011,59,152.7280
US2011,61,15.5450
US2011,62,1.0586
US2011,63,19.4266
US2011,64,1.5961
US2011,65,2.8518
US2011,66,9.3742
US2011,67,27.0991
US2011,68,15.6995
US2011,69,2.2930
US2012,1,2.0295
US2012,2,516.4854
US2012,3,0.0500
US2012,4,43.8392
US2012,5,0.2493
US2012,6,54.2913
US2012,7,204.6716
US2012,8,19.5735
US2012,9,6.1573
US2012,10,0.2109
US2012,11,0.0735
US2012,12,0.0136
US2012,13,0.2902
US2012,14,3.2004
US2012,15,7.4177
US2012,16,9.0619
US2012,17,1.1481
US2012,18,25.8054
US2012,19,6.2711
US2012,20,27.4208
US2012,21,11.4490
US2012,22,5.3553
US2012,23,8.7285
US2012,24,22.0851
US2012,25,4.1171
US2012,26,2.0073
US2012,27,0.0029
US2012,28,9.6196
US2012,29,2.9269
US2012,30,9.7074
US2012,31,7.0315
US2012,32,8.7497
US2012,33,7.6230
US2012,34,8.1713
US2012,35,1.0570
US2012,36,1.4360
US2012,37,2.7864
US2012,38,0.3402
US2012,39,13.1148
US2012,40,5.4885
US2012,41,2.8547
US2012,42,11.8719
US2012,43,3.0148
US2012,44,0.4926
US2012,45,0.0023
US2012,46,11.8381
US2012,47,5.7860
US2012,48,38.4067
US2012,49,5.4423
US2012,50,10.5638
US2012,52,0.3416
US2012,53,0.6885
US2012,54,1.7248
US2012,55,15.7839
US2012,56,15.2685
US2012,57,1.4125
US2012,58,0.9716
US2012,59,159.5997
US2012,61,14.3892
US2012,62,1.0844
US2012,63,19.4456
US2012,64,1.7094
US2012,65,2.5028
US2012,66,8.9664
US2012,67,28.0484
US2012,68,15.6738
US2012,69,2.0576
US2013,1,1.9993
US2013,2,517.4075
US2013,3,0.0815
US2013,4,47.1626
US2013,5,0.4031
US2013,6,53.4741
US2013,7,201.4206
US2013,8,19.0362
US2013,9,6.2177
US2013,10,0.1448
US2013,11,0.0576
US2013,12,0.0855
US2013,13,0.2372
US2013,14,2.8067
US2013,15,5.8988
US2013,16,9.3786
US2013,17,0.7548
US2013,18,28.3749
US2013,19,6.8807
US2013,20,26.9304
US2013,21,11.9370
US2013,22,5.7889
US2013,23,8.3054
US2013,24,22.7803
US2013,25,3.8678
US2013,26,1.9998
US2013,27,0.0329
US2013,28,8.6001
US2013,29,2.9938
US2013,30,9.7584
US2013,31,7.7495
US2013,32,10.6482
US2013,33,7.2191
US2013,34,7.7508
US2013,35,1.4358
US2013,36,1.6067
US2013,37,2.7969
US2013,38,0.3659
US2013,39,13.4838
US2013,40,4.2945
US2013,41,4.0314
US2013,42,11.1379
US2013,43,2.8120
US2013,44,0.4344
US2013,45,0.0180
US2013,46,12.2927
US2013,47,6.3442
US2013,48,39.2632
US2013,49,4.8228
US2013,50,11.9500
US2013,52,0.2169
US2013,53,0.5495
US2013,54,1.4684
US2013,55,16.2769
US2013,56,15.1876
US2013,57,1.1284
US2013,58,1.0892
US2013,59,155.8000
US2013,61,14.0858
US2013,62,1.4549
US2013,63,18.7683
US2013,64,1.1652
US2013,65,2.0442
US2013,66,9.6116
US2013,67,27.5892
US2013,68,15.5295
US2013,69,2.7597
US2014,1,1.9735
US2014,2,520.8617
US2014,3,0.0344
US2014,4,46.4443
US2014,5,0.3581
US2014,6,52.3757
US2014,7,207.0960
US2014,8,20.3858
US2014,9,6.4217
US2014,10,0.1272
US2014,11,0.0517
US2014,12,0.2042
US2014,13,0.2529
US2014,14,3.1097
US2014,15,6.7615
US2014,16,8.4610
US2014,17,0.9492
US2014,18,28.5099
US2014,19,7.2994
US2014,20,25.0478
US2014,21,11.8021
US2014,22,6.0640
US2014,23,8.0135
US2014,24,22.3714
US2014,25,4.2678
US2014,26,2.0467
US2014,27,0.0129
US2014,28,9.5844
US2014,29,2.8467
US2014,30,9.4901
US2014,31,7.7197
US2014,32,10.5410
US2014,33,8.1678
US2014,34,7.6403
US2014,35,2.0022
US2014,36,1.9501
US2014,37,2.5839
US2014,38,0.2582
US2014,39,11.6102
US2014,40,3.8262
US2014,41,2.3701
US2014,42,11.5017
US2014,43,2.9707
US2014,44,0.4574
US2014,45,0.0566
US2014,46,12.3054
US2014,47,6.5005
US2014,48,38.4674
US2014,49,5.0166
US2014,50,11.4053
US2014,52,0.3282
US2014,53,0.6456
US2014,54,1.2533
US2014,55,15.2819
US2014,56,14.6085
US2014,57,1.7928
US2014,58,0.8549
US2014,59,154.1605
US2014,61,15.0084
US2014,62,0.6936
US2014,63,19.3904
US2014,64,1.4016
US2014,65,2.4892
US2014,66,8.9101
US2014,67,25.8358
US2014,68,14.5038
US2014,69,2.2649
US2015,1,1.3906
US2015,2,523.6402
US2015,3,0.0410
US2015,4,47.0839
US2015,5,0.1152
US2015,6,51.5643
US2015,7,202.0624
US2015,8,21.6879
US2015,9,6.8946
US2015,10,0.1651
US2015,11,0.0313
US2015,12,0.3139
US2015,13,0.2682
US2015,14,2.5294
US2015,15,6.0325
US2015,16,9.6672
US2015,17,1.0809
US2015,18,28.8721
US2015,19,8.0374
US2015,20,25.3826
US2015,21,12.9851
US2015,22,7.0173
US2015,23,8.8523
US2015,24,22.5037
US2015,25,3.9309
US2015,26,1.7895
US2015,27,0.0063
US2015,28,8.8743
US2015,29,2.7574
US2015,30,9.3900
US2015,31,7.6053
US2015,32,9.8590
US2015,33,8.0876
US2015,34,8.1301
US2015,35,1.9082
US2015,36,0.9878
US2015,37,2.4502
US2015,38,0.3682
US2015,39,12.1022
US2015,40,4.2323
US2015,41,1.6255
US2015,42,12.0467
US2015,43,3.2495
US2015,44,0.4019
US2015,45,0.0093
US2015,46,13.0411
US2015,47,6.7631
US2015,48,36.7759
US2015,49,5.0377
US2015,50,10.9566
US2015,52,0.2286
US2015,53,0.8466
US2015,54,1.4154
US2015,55,16.0463
US2015,56,14.9083
US2015,57,1.8025
US2015,58,1.2171
US2015,59,152.9148
US2015,61,12.7666
US2015,62,0.9125
US2015,63,19.2474
US2015,64,1.4388
US2015,65,2.1732
US2015,66,9.1963
US2015,67,27.8405
US2015,68,14.2699
US2015,69,2.1695
US2016,1,1.6015
US2016,2,519.5139
US2016,3,0.0301
US2016,4,45.8723
US2016,5,0.0659
US2016,6,50.7469
US2016,7,209.4385
US2016,8,20.0468
US2016,9,7.2326
US2016,10,0.1771
US2016,11,0.0188
US2016,12,0.0484
US2016,13,0.2356
US2016,14,2.3351
US2016,15,7.0293
US2016,16,9.2015
US2016,17,0.7642
US2016,18,28.8851
US2016,19,7.2266
US2016,20,25.4957
US2016,21,12.4794
US2016,22,4.7927
US2016,23,9.8061
US2016,24,22.2100
US2016,25,4.1157
US2016,26,2.3181
US2016,27,0.0213
US2016,28,9.3061
US2016,29,2.6045
US2016,30,8.8505
US2016,31,7.9406
US2016,32,10.6761
US2016,33,7.2951
US2016,34,8.6210
US2016,35,1.6448
US2016,36,1.5078
US2016,37,1.9747
US2016,38,0.3898
US2016,39,12.8762
US2016,40,3.8751
US2016,41,1.5711
US2016,42,10.3125
US2016,43,3.8619
US2016,44,0.5807
US2016,45,0.0169
US2016,46,13.0810
US2016,47,7.6392
US2016,48,35.5849
US2016,49,5.1024
US2016,50,12.2095
US2016,52,0.1932
US2016,53,0.8534
US2016,54,2.1454
US2016,55,17.3735
US2016,56,13.7833
US2016,57,1.9561
US2016,58,0.7814
US2016,59,152.1254
US2016,61,11.4188
US2016,62,1.0662
US2016,63,19.6387
US2016,64,1.2820
US2016,65,2.1389
US2016,66,9.5003
US2016,67,29.0515
US2016,68,15.1858
US2016,69,2.2748
US2017,1,1.6033
US2017,2,520.8279
US2017,3,0.0890
US2017,4,46.1148
US2017,5,0.0335
US2017,6,50.1946
US2017,7,208.4204
US2017,8,20.8907
US2017,9,7.2570
US2017,10,0.3903
US2017,11,0.0266
US2017,12,0.1240
US2017,13,0.2888
US2017,14,2.6125
US2017,15,7.5627
US2017,16,9.0491
US2017,17,1.1008
US2017,18,29.3915
US2017,19,7.4441
US2017,20,24.9912
US2017,21,10.5302
US2017,22,6.1056
US2017,23,8.7157
US2017,24,21.2896
US2017,25,3.9896
US2017,26,1.8156
US2017,27,0.0125
US2017,28,9.5635
US2017,29,2.3190
US2017,30,8.8248
US2017,31,7.8206
US2017,32,10.6908
US2017,33,8.0702
US2017,34,7.4649
US2017,35,1.8946
US2017,36,1.6425
US2017,37,2.8824
US2017,38,0.4293
US2017,39,13.0337
US2017,40,5.4448
US2017,41,1.6161
US2017,42,10.8632
US2017,43,3.2209
US2017,44,0.7456
US2017,45,0.0412
US2017,46,10.6419
US2017,47,7.8237
US2017,48,33.5449
US2017,49,5.0601
US2017,50,13.8199
US2017,52,0.2377
US2017,53,0.4085
US2017,54,1.8129
US2017,55,19.3772
US2017,56,12.7224
US2017,57,2.2141
US2017,58,0.9726
US2017,59,151.2530
US2017,61,12.7778
US2017,62,0.8054
US2017,63,20.9214
US2017,64,1.4928
US2017,65,2.2345
US2017,66,9.0086
US2017,67,27.3504
US2017,68,15.2381
US2017,69,2.8424
US2018,1,1.5663
US2018,2,523.8422
US2018,3,0.0062
US2018,4,44.3259
US2018,5,0.0345
US2018,6,50.4832
US2018,7,209.0540
US2018,8,19.4620
US2018,9,6.3808
US2018,10,0.1360
US2018,11,0.0487
US2018,12,0.0835
US2018,13,0.2507
US2018,14,2.1332
US2018,15,7.9484
US2018,16,9.9801
US2018,17,0.8028
US2018,18,28.5021
US2018,19,7.2295
US2018,20,22.7898
US2018,21,12.7322
US2018,22,5.0047
US2018,23,9.2519
US2018,24,20.7335
US2018,25,4.1897
US2018,26,2.1018
US2018,27,0.0154
US2018,28,8.7845
US2018,29,2.3750
US2018,30,8.2076
US2018,31,8.3865
US2018,32,12.0580
US2018,33,6.7847
US2018,34,7.4784
US2018,35,2.6143
US2018,36,1.6286
US2018,37,3.0823
US2018,38,0.3087
US2018,39,12.8498
US2018,40,3.8175
US2018,41,2.0416
US2018,42,10.4679
US2018,43,3.2531
US2018,44,0.5881
US2018,45,0.2286
US2018,46,10.9495
US2018,47,7.4497
US2018,48,34.7906
US2018,49,4.9953
US2018,50,15.7355
US2018,52,0.4582
US2018,53,0.6502
US2018,54,1.5505
US2018,55,18.2492
US2018,56,11.5030
US2018,57,3.0745
US2018,58,1.0480
US2018,59,153.9448
US2018,61,12.1048
US2018,62,1.4405
US2018,63,20.3395
US2018,64,1.2307
US2018,65,2.1060
US2018,66,8.7879
US2018,67,27.2685
US2018,68,15.2762
US2018,69,3.0023
US2019,1,2.0236
US2019,2,524.6796
US2019,3,0.0347
US2019,4,45.2190
US2019,5,0.0244
US2019,6,51.2433
US2019,7,210.2318
US2019,8,22.6411
US2019,9,6.9850
US2019,10,0.6462
US2019,11,0.0388
US2019,13,0.2845
US2019,14,2.0050
US2019,15,5.7810
US2019,16,10.6976
US2019,17,0.7087
US2019,18,29.0181
US2019,19,7.5383
US2019,20,22.4086
US2019,21,11.7798
US2019,22,5.2768
US2019,23,9.9367
US2019,24,21.5888
US2019,25,4.1787
US2019,26,1.6266
US2019,27,0.0807
US2019,28,8.7211
US2019,29,2.1282
US2019,30,8.7517
US2019,31,7.3525
US2019,32,10.1153
US2019,33,6.8006
US2019,34,7.2250
US2019,35,2.0882
US2019,36,1.6974
US2019,37,2.3174
US2019,38,0.3177
US2019,39,12.3086
US2019,40,3.8303
US2019,41,2.2014
US2019,42,10.8014
US2019,43,3.3950
US2019,44,0.5428
US2019,45,0.0586
US2019,46,12.4994
US2019,47,7.3991
US2019,48,33.9270
US2019,49,5.4291
US2019,50,13.3999
US2019,52,0.3174
US2019,53,0.7011
US2019,54,1.8835
US2019,55,16.9094
US2019,56,12.8703
US2019,57,1.9702
US2019,58,0.7719
US2019,59,151.2714
US2019,61,11.0986
US2019,62,1.3167
