sample,code,minutes_per_day
US2019,63,20.3471
US2019,64,0.9590
US2019,65,2.1023
US2019,66,8.9120
US2019,67,29.1869
US2019,68,16.3079
US2019,69,3.0895
US2020,1,1.8330
US2020,2,535.6172
US2020,3,0.0573
US2020,4,41.1253
US2020,6,56.6701
US2020,7,162.5745
US2020,8,56.0447
US2020,9,6.0311
US2020,10,0.2399
US2020,11,0.0016
US2020,12,0.1046
US2020,13,0.2939
US2020,14,1.9720
US2020,15,6.6409
US2020,16,11.1036
US2020,17,0.7086
US2020,18,31.9336
US2020,19,7.7940
US2020,20,28.2728
US2020,21,11.9761
US2020,22,6.8246
US2020,23,9.2014
US2020,24,18.0057
US2020,25,4.8590
US2020,26,1.6163
US2020,27,0.0201
US2020,28,8.2753
US2020,29,4.7899
US2020,30,10.1957
US2020,31,6.2080
US2020,32,9.7446
US2020,33,4.9396
US2020,34,5.2140
US2020,35,1.1863
US2020,36,0.6039
US2020,37,0.7847
US2020,38,0.1578
US2020,39,5.9278
US2020,40,2.4475
US2020,41,1.4210
US2020,42,10.4248
US2020,43,5.2141
US2020,44,0.7438
US2020,45,0.0432
US2020,46,15.1084
US2020,47,7.3268
US2020,48,31.6006
US2020,49,7.5502
US2020,50,18.5361
US2020,52,0.8571
US2020,53,0.6007
US2020,54,2.2002
US2020,55,23.5044
US2020,56,13.9990
US2020,57,2.0498
US2020,58,0.6135
US2020,59,162.8331
US2020,61,13.5178
US2020,62,0.9599
US2020,63,14.8609
US2020,64,0.6676
US2020,65,1.0307
US2020,66,5.6441
US2020,67,22.8184
US2020,68,10.2136
US2020,69,3.6633
US2021,1,1.3047
US2021,2,530.4297
US2021,3,0.0126
US2021,4,44.1120
US2021,5,0.0103
US2021,6,58.0250
US2021,7,166.2054
US2021,8,63.2160
US2021,9,5.7964
US2021,10,0.3481
US2021,11,0.0323
US2021,12,0.1224
US2021,13,0.3036
US2021,14,2.8260
US2021,15,5.6638
US2021,16,9.9433
US2021,17,1.1227
US2021,18,31.0464
US2021,19,8.3445
US2021,20,25.9932
US2021,21,11.3373
US2021,22,5.5856
US2021,23,9.8638
US2021,24,19.1368
US2021,25,4.4880
US2021,26,2.0742
US2021,27,0.0358
US2021,28,8.6533
US2021,29,2.5832
US2021,30,9.5535
US2021,31,6.6278
US2021,32,10.4275
US2021,33,4.5738
US2021,34,5.8595
US2021,35,1.1914
US2021,36,1.0889
US2021,37,0.6821
US2021,38,0.3145
US2021,39,8.1485
US2021,40,3.1475
US2021,41,1.0400
US2021,42,11.0003
US2021,43,4.4243
US2021,44,0.8833
US2021,45,0.1088
US2021,46,12.5609
US2021,47,9.6853
US2021,48,32.2603
US2021,49,7.4733
US2021,50,18.5445
US2021,52,0.3038
US2021,53,0.5216
US2021,54,2.6504
US2021,55,19.4089
US2021,56,13.5563
US2021,57,2.3658
US2021,58,0.8980
US2021,59,153.8176
US2021,61,13.4377
US2021,62,0.6093
US2021,63,15.4034
US2021,64,0.6816
US2021,65,1.1658
US2021,66,7.1646
US2021,67,23.9107
US2021,68,12.9494
US2021,69,2.9424
US2022,1,1.9737
US2022,2,535.1420
US2022,4,44.8842
US2022,5,0.0348
US2022,6,57.7484
US2022,7,176.1639
US2022,8,55.0302
US2022,9,6.5914
US2022,10,0.3376
US2022,11,0.0668
US2022,12,0.0530
US2022,13,0.2986
US2022,14,1.5276
US2022,15,5.3851
US2022,16,8.7976
US2022,17,0.6723
US2022,18,30.9335
US2022,19,7.8636
US2022,20,24.8595
US2022,21,11.2366
US2022,22,5.9011
US2022,23,9.6573
US2022,24,19.3607
US2022,25,4.3364
US2022,26,1.6153
US2022,27,0.0723
US2022,28,7.6269
US2022,29,2.0152
US2022,30,8.3377
US2022,31,7.7769
US2022,32,10.0377
US2022,33,5.1064
US2022,34,6.4949
US2022,35,2.2140
US2022,36,1.3249
US2022,37,1.6799
US2022,38,0.5581
US2022,39,9.9101
US2022,40,3.5181
US2022,41,1.2293
US2022,42,10.2395
US2022,43,4.0123
US2022,44,0.9108
US2022,45,0.0376
US2022,46,11.6733
US2022,47,8.8991
US2022,48,30.4580
US2022,49,5.6153
US2022,50,20.4118
US2022,52,0.2266
US2022,53,0.7156
US2022,54,2.3973
US2022,55,20.6918
US2022,56,12.1088
US2022,57,1.5429
US2022,58,1.0099
US2022,59,149.5804
US2022,61,12.9529
US2022,62,1.1861
US2022,63,16.0850
US2022,64,1.1537
US2022,65,1.7691
US2022,66,8.2503
US2022,67,23.7847
US2022,68,13.0894
US2022,69,2.8243
US2023,1,1.7664
US2023,2,539.2430
US2023,3,0.0258
US2023,4,44.5803
US2023,5,0.0435
US2023,6,56.0176
US2023,7,184.8291
US2023,8,52.4360
US2023,9,5.3575
US2023,10,0.2663
US2023,11,0.0534
US2023,12,0.1442
US2023,13,0.3026
US2023,14,2.1806
US2023,15,4.7295
US2023,16,9.2249
US2023,17,0.5722
US2023,18,31.3063
US2023,19,7.6812
US2023,20,27.2757
US2023,21,12.3895
US2023,22,4.9173
US2023,23,9.0079
US2023,24,18.6106
US2023,25,4.2061
US2023,26,1.2800
US2023,27,0.0303
US2023,28,9.5761
US2023,29,1.9529
US2023,30,7.8819
US2023,31,8.0547
US2023,32,9.3990
US2023,33,4.6850
US2023,34,6.1504
US2023,35,1.5440
US2023,36,1.6848
US2023,37,1.8712
US2023,38,0.3764
US2023,39,9.2259
US2023,40,4.0656
US2023,41,1.3121
US2023,42,11.3857
US2023,43,3.7336
US2023,44,0.6995
US2023,45,0.2067
US2023,46,10.2911
US2023,47,9.1785
US2023,48,31.4702
US2023,49,5.8664
US2023,50,19.2713
US2023,52,0.5139
US2023,53,0.4197
US2023,54,2.0206
US2023,55,20.2175
US2023,56,11.6152
US2023,57,1.6699
US2023,58,1.0902
US2023,59,139.7364
US2023,61,13.3552
US2023,62,0.7867
US2023,63,17.8249
US2023,64,0.7226
US2023,65,1.6966
US2023,66,8.8120
US2023,67,24.3158
US2023,68,14.1844
US2023,69,2.6572
US2024,1,1.5778
US2024,2,535.7986
US2024,3,0.0493
US2024,4,44.4330
US2024,5,0.0248
US2024,6,56.0391
US2024,7,174.1888
US2024,8,48.0252
US2024,9,7.0161
US2024,10,0.1863
US2024,11,0.0292
US2024,12,0.0955
US2024,13,0.3384
US2024,14,1.6003
US2024,15,6.4794
US2024,16,8.7153
US2024,17,0.9492
US2024,18,33.6203
US2024,19,7.8402
US2024,20,28.7708
US2024,21,10.6117
US2024,22,5.6123
US2024,23,10.0599
US2024,24,18.5168
US2024,25,4.4699
US2024,26,1.4419
US2024,27,0.0477
US2024,28,9.5093
US2024,29,1.7325
US2024,30,8.5787
US2024,31,8.8838
US2024,32,10.0995
US2024,33,6.9099
US2024,34,7.1967
US2024,35,1.5431
US2024,36,1.7140
US2024,37,1.3651
US2024,38,0.4444
US2024,39,10.9113
US2024,40,3.5818
US2024,41,1.4613
US2024,42,10.3436
US2024,43,4.1698
US2024,44,0.8081
US2024,45,0.0526
US2024,46,12.3200
US2024,47,8.6613
US2024,48,32.5421
US2024,49,6.9863
US2024,50,20.7458
US2024,52,0.3526
US2024,53,0.4775
US2024,54,1.8156
US2024,55,20.6876
US2024,56,12.8229
US2024,57,1.6186
US2024,58,0.8518
US2024,59,138.6184
US2024,61,13.0870
US2024,62,0.7567
US2024,63,17.6819
US2024,64,1.0954
US2024,65,2.1095
US2024,66,8.7698
US2024,67,25.2823
US2024,68,14.0022
US2024,69,2.8710
ZA2000,2,571.8177
ZA2000,4,34.6681
ZA2000,5,6.3020
ZA2000,6,61.9579
ZA2000,7,130.1269
ZA2000,8,10.2819
ZA2000,10,29.9542
ZA2000,11,2.6076
ZA2000,12,3.7409
ZA2000,14,5.8830
ZA2000,15,21.9162
ZA2000,16,10.2425
ZA2000,17,0.9663
ZA2000,18,65.0611
ZA2000,20,46.7067
ZA2000,21,21.6250
ZA2000,22,9.7141
ZA2000,23,0.4036
ZA2000,24,9.1302
ZA2000,25,1.3148
ZA2000,26,1.3470
ZA2000,27,0.4368
ZA2000,28,13.9923
ZA2000,29,1.5450
ZA2000,31,2.3811
ZA2000,32,0.6597
ZA2000,33,4.8962
ZA2000,34,14.9860
ZA2000,37,2.5469
ZA2000,40,5.4694
ZA2000,42,6.8694
ZA2000,48,48.6755
ZA2000,50,53.8850
ZA2000,52,1.0801
ZA2000,55,41.8704
ZA2000,56,7.1461
ZA2000,57,21.3013
ZA2000,59,84.4625
ZA2000,61,0.5119
ZA2000,63,31.0640
ZA2000,64,6.5753
ZA2000,65,1.0852
ZA2000,66,2.1446
ZA2000,67,7.9520
ZA2000,68,32.6957
ZA2010,2,549.8124
ZA2010,4,64.7346
ZA2010,5,10.3844
ZA2010,6,64.2004
ZA2010,7,143.7581
ZA2010,8,11.4847
ZA2010,10,22.1913
ZA2010,11,1.2040
ZA2010,12,6.3936
ZA2010,14,3.5135
ZA2010,15,10.2598
ZA2010,16,7.8529
ZA2010,17,1.5878
ZA2010,18,66.4212
ZA2010,20,47.4191
ZA2010,21,19.9308
ZA2010,22,8.9551
ZA2010,23,0.3439
ZA2010,24,10.6859
ZA2010,25,2.3604
ZA2010,26,0.9290
ZA2010,27,0.6742
ZA2010,28,15.8615
ZA2010,29,0.4052
ZA2010,31,1.2924
ZA2010,32,0.8622
ZA2010,33,4.5443
ZA2010,34,15.3035
ZA2010,37,1.8971
ZA2010,40,4.9258
ZA2010,42,4.2544
ZA2010,48,42.0250
ZA2010,50,42.3716
ZA2010,52,0.5385
ZA2010,55,48.2921
ZA2010,56,5.2388
ZA2010,57,11.1636
ZA2010,59,114.7795
ZA2010,61,1.3058
ZA2010,63,32.6639
ZA2010,64,3.9070
ZA2010,65,0.8119
ZA2010,66,1.6603
ZA2010,67,7.9461
ZA2010,68,22.8525
