year,recipient_age,household_member,minutes_per_recipient_day,recipient_days,n_records,comparable
2018,55,1,181.491147,132804729.9,6,true
2018,56,0,0.000000,46197027.0,7,true
2018,56,1,0.000000,15123248.1,1,true
2018,57,0,29.009660,70352209.9,5,true
2018,57,1,66.000000,6229575.5,1,true
2018,58,0,56.268235,25058247.8,5,true
2018,58,1,120.000000,9922213.3,1,true
2018,59,0,17.393574,211183102.3,20,true
2018,59,1,37.454832,42169506.8,3,true
2018,60,0,15.316988,287385659.8,27,true
2018,60,1,0.000000,58965876.8,2,true
2018,61,0,7.634812,112392610.8,13,true
2018,61,1,73.451787,58277106.8,4,true
2018,62,0,15.965216,304949109.9,27,true
2018,62,1,130.676242,151636821.7,8,true
2018,63,0,15.071060,91411165.6,15,true
2018,63,1,159.723767,190363642.8,7,true
2018,64,0,162.652136,196720316.2,22,true
2018,64,1,95.774094,97311665.4,6,true
2018,65,0,19.043775,386133244.8,46,true
2018,65,1,104.517532,136225170.1,6,true
2018,66,0,13.569886,163472318.4,19,true
2018,66,1,65.898997,106128972.8,5,true
2018,67,0,11.696059,337829273.0,38,true
2018,67,1,269.513607,56105000.5,6,true
2018,68,0,19.199474,317711068.3,32,true
2018,68,1,381.234030,59839491.6,5,true
2018,69,0,23.193168,276763625.2,34,true
2018,69,1,174.064124,49760108.2,4,true
2018,70,0,24.846367,611368362.1,68,true
2018,70,1,86.277474,77814436.0,6,true
2018,71,0,9.588643,377383241.1,40,true
2018,71,1,231.629950,121490669.8,11,true
2018,72,0,24.572608,593122781.9,68,true
2018,72,1,176.537824,27353882.1,3,true
2018,73,0,25.554731,320990495.4,43,true
2018,73,1,157.432996,110676259.3,7,true
2018,74,0,24.870886,593455723.0,53,true
2018,74,1,36.194258,57999701.8,4,true
2018,75,0,19.082340,776100111.5,80,true
2018,75,1,122.113341,60170526.2,6,true
2018,76,0,14.839382,535371582.5,58,true
2018,76,1,55.026688,136406342.8,7,true
2018,77,0,35.805529,614474162.9,52,true
2018,77,1,133.905567,157852937.5,11,true
2018,78,0,27.666679,728023662.9,59,true
2018,78,1,828.000000,16487312.6,1,true
2018,79,0,23.829565,526571127.9,53,true
2018,79,1,98.154426,89714594.5,9,true
2018,80,0,33.525349,4087978734.4,410,true
2018,80,1,234.509261,440222235.3,34,true
2018,85,0,20.944004,6058986029.2,679,true
2018,85,1,155.265570,618154677.3,53,true
2019,26,0,0.000000,16654487.9,1,true
2019,29,0,0.000000,6180722.5,1,true
2019,32,1,255.000000,9508035.4,1,true
2019,35,0,18.578714,14505635.6,2,true
2019,36,1,359.701583,23789098.9,1,true
2019,39,0,0.000000,11000880.8,1,true
2019,39,1,19.925625,19681434.0,2,true
2019,40,0,0.000000,27904354.2,4,true
2019,43,0,0.000000,2291186.4,1,true
2019,44,0,60.000000,13453322.5,1,true
2019,45,0,0.000000,5039282.1,2,true
2019,45,1,290.000000,9206336.9,1,true
2019,47,0,0.000000,35316481.4,3,true
2019,47,1,0.000000,71583953.4,3,true
2019,48,0,0.000000,5078265.9,1,true
2019,49,0,0.000000,16606851.5,2,true
2019,49,1,123.152257,52822601.2,2,true
2019,50,0,52.696198,37626652.6,6,true
2019,50,1,0.000000,4133318.0,1,true
2019,51,0,0.000000,43763254.8,3,true
2019,51,1,140.143474,7637263.9,1,true
2019,52,0,26.830817,72671838.7,8,true
2019,52,1,130.000000,5720482.0,1,true
2019,53,0,0.000000,54589563.8,5,true
2019,53,1,0.000000,17211310.0,1,true
2019,54,0,22.152060,37260037.5,5,true
2019,55,0,168.499146,76209721.4,12,true
2019,55,1,56.338416,24613147.2,3,true
2019,56,0,50.705804,82324302.2,13,true
2019,57,0,0.000000,24080227.5,4,true
2019,57,1,156.407948,24748081.1,3,true
2019,58,0,23.994428,81824971.2,14,true
2019,58,1,35.534528,152167921.0,3,true
2019,59,0,9.103051,64973678.9,11,true
2019,59,1,146.351715,105958759.6,7,true
2019,60,0,45.871649,219221557.1,23,true
2019,60,1,37.677324,67886258.3,3,true
2019,61,0,44.355072,92825660.9,12,true
2019,61,1,471.195149,18475513.3,3,true
2019,62,0,77.129193,157611196.2,20,true
2019,62,1,48.552623,104446783.2,6,true
2019,63,0,22.712666,309439622.5,26,true
2019,63,1,25.332502,50562281.4,3,true
2019,64,0,33.503011,226361431.6,22,true
2019,64,1,235.367663,58765879.1,6,true
2019,65,0,39.253663,413953965.1,43,true
2019,65,1,117.991908,99716466.6,6,true
2019,66,0,10.958090,221859064.8,23,true
2019,66,1,373.807578,105669929.4,8,true
2019,67,0,14.886616,184683926.8,27,true
2019,67,1,148.216003,135095958.6,10,true
2019,68,0,10.402338,493784827.1,50,true
2019,68,1,62.991214,100021160.2,9,true
2019,69,0,21.813688,295545843.5,32,true
2019,69,1,29.130513,77540591.9,4,true
2019,70,0,10.870289,761706775.6,69,true
2019,70,1,23.485881,40757094.9,6,true
2019,71,0,10.706802,364092132.9,45,true
2019,71,1,157.319684,116456129.2,8,true
2019,72,0,30.628153,461963451.3,54,true
2019,72,1,97.791416,49009614.1,6,true
2019,73,0,29.159812,647146942.5,59,true
2019,73,1,441.548676,59417435.4,4,true
2019,74,0,35.389233,393567932.2,46,true
2019,74,1,224.502453,95350027.1,9,true
2019,75,0,50.811552,570717289.0,61,true
2019,75,1,215.516460,149491209.6,15,true
2019,76,0,54.914434,558798896.1,67,true
2019,76,1,72.077986,93765211.7,8,true
2019,77,0,46.433541,444929407.5,50,true
2019,77,1,100.044470,153630011.8,12,true
2019,78,0,29.357946,842942235.0,96,true
2019,78,1,40.736015,65567772.6,4,true
2019,79,0,28.038810,598243643.4,64,true
2019,79,1,156.209942,58354728.8,6,true
2019,80,0,30.196208,3816127017.9,399,true
2019,80,1,126.559271,538766012.3,44,true
2019,85,0,35.316504,6180647573.8,695,true
2019,85,1,144.851373,538504338.3,46,true
2020,1,0,0.000000,4093366.9,1,false
2020,13,0,0.000000,5241214.3,1,false
2020,23,1,390.000000,5210717.9,1,false
2020,26,1,60.000000,15413682.2,1,false
2020,27,1,131.734866,4563567.8,1,false
2020,28,0,0.000000,17370435.3,1,false
2020,29,1,411.976642,18276867.4,2,false
2020,30,0,0.000000,17370435.3,1,false
2020,35,0,0.000000,1375109.8,1,false
2020,36,0,0.000000,5391271.5,1,false
2020,40,0,428.510335,14351131.9,3,false
2020,41,0,0.000000,19033220.2,1,false
2020,42,0,43.097861,5805052.6,1,false
2020,43,0,0.000000,7593691.1,1,false
2020,45,0,0.000000,5743814.3,1,false
2020,46,0,35.133470,33517904.7,2,false
2020,47,0,0.000000,22570646.8,3,false
2020,48,0,0.000000,19331174.3,2,false
2020,48,1,285.000000,42756536.5,1,false
2020,49,0,472.196595,32220877.3,4,false
2020,50,0,5.732619,118823598.2,11,false
2020,50,1,25.000000,4922860.8,1,false
2020,51,0,695.000000,34672990.6,1,false
2020,51,1,0.000000,11184664.2,1,false
2020,52,0,0.000000,65720645.4,4,false
2020,53,0,0.000000,23996626.9,2,false
2020,53,1,251.464652,7804183.3,2,false
2020,54,0,7.973447,22074757.5,4,false
2020,55,0,0.888722,82939752.1,9,false
2020,55,1,65.863367,23568674.5,3,false
2020,56,0,30.181565,86653347.2,7,false
2020,56,1,263.439543,48302965.9,3,false
2020,57,0,49.235653,78393476.3,8,false
2020,57,1,0.000000,52088472.2,2,false
2020,58,0,0.000000,140125478.1,8,false
2020,58,1,38.870078,76007397.2,5,false
2020,59,0,43.986852,104547997.4,13,false
2020,59,1,9.662581,39609308.1,2,false
2020,60,0,7.461412,183093524.4,17,false
2020,60,1,127.304281,78614984.9,6,false
2020,61,0,182.234720,133786849.5,14,false
2020,61,1,288.261095,24567557.5,4,false
2020,62,0,18.248606,92817753.5,14,false
2020,62,1,10.934540,37418694.6,3,false
2020,63,0,77.547526,373583751.7,26,false
2020,63,1,117.434653,54133036.7,4,false
2020,64,0,9.079671,219133397.3,24,false
2020,64,1,297.680698,26978197.2,3,false
2020,65,0,8.975262,410444276.2,36,false
2020,65,1,23.217830,17939220.5,3,false
2020,66,0,8.025286,142403065.2,23,false
2020,66,1,363.242213,18832966.3,4,false
2020,67,0,18.983661,367878575.4,40,false
2020,67,1,301.701777,101739427.4,7,false
2020,68,0,43.229988,332142178.4,37,false
2020,68,1,49.605990,102760158.7,8,false
2020,69,0,2.967171,311670508.4,36,false
2020,69,1,260.209288,80720984.3,8,false
2020,70,0,19.165681,559973398.3,79,false
2020,70,1,256.963227,157075880.1,11,false
2020,71,0,25.703264,248234504.2,35,false
2020,71,1,111.883957,89508396.7,7,false
2020,72,0,25.446179,370756524.8,43,false
2020,72,1,34.232491,110171271.9,7,false
2020,73,0,30.164217,399757661.9,48,false
2020,73,1,235.493499,116458226.1,13,false
2020,74,0,124.744379,510614055.6,46,false
2020,74,1,253.804788,95784678.0,9,false
2020,75,0,25.227206,654231476.7,66,false
2020,75,1,127.718545,136431677.7,15,false
2020,76,0,95.526323,541889632.1,53,false
2020,76,1,227.618161,123203637.0,12,false
2020,77,0,40.729221,476874824.5,47,false
2020,77,1,54.098241,203831187.8,14,false
2020,78,0,13.640270,557785177.1,64,false
2020,78,1,285.018161,108804968.0,11,false
2020,79,0,32.790075,417822353.5,52,false
2020,79,1,157.936978,73923859.7,8,false
2020,80,0,25.190624,2555018051.8,288,false
2020,80,1,94.237356,463571488.7,39,false
2020,85,0,42.038169,4244452651.4,485,false
2020,85,1,186.832584,711277854.3,62,false
2021,19,1,45.000000,3545192.8,1,true
2021,28,0,0.000000,12278601.5,1,true
2021,30,0,0.000000,16258571.1,1,true
2021,30,1,19.000000,18773594.1,1,true
2021,31,0,0.000000,25439033.4,1,true
2021,32,1,25.000000,13946751.7,1,true
2021,34,0,0.000000,9265967.4,1,true
2021,35,0,0.000000,12119187.6,1,true
2021,36,0,0.000000,4412770.6,1,true
2021,38,0,567.000000,5044487.2,1,true
2021,39,0,0.000000,12119187.6,1,true
2021,40,0,0.000000,6017052.9,1,true
2021,42,0,136.628658,29821242.3,2,true
2021,43,1,0.000000,89085219.2,1,true
2021,45,0,0.000000,15026597.9,2,true
2021,45,1,455.000000,3974855.5,1,true
2021,46,0,0.000000,18295311.3,1,true
2021,46,1,417.000000,15093088.6,1,true
2021,47,0,0.000000,41973098.1,1,true
2021,48,0,0.000000,13678158.5,1,true
2021,48,1,0.000000,28206570.0,2,true
2021,49,0,29.680379,21800057.5,2,true
2021,50,0,3.480166,101645318.6,6,true
2021,50,1,427.637527,49774259.8,2,true
2021,51,1,603.826174,31584676.1,2,true
2021,52,0,0.000000,29167447.5,3,true
2021,53,0,204.016066,32893318.6,3,true
2021,54,0,30.184894,41428360.4,5,true
2021,54,1,695.000000,19141592.4,1,true
2021,55,0,0.000000,42211413.7,6,true
2021,56,0,16.769618,186253153.8,13,true
2021,56,1,18.027005,6391242.6,2,true
2021,57,0,37.784972,79191282.9,9,true
2021,57,1,39.871423,78241025.0,4,true
2021,58,0,148.349232,47227473.1,4,true
2021,58,1,358.671355,28337042.2,3,true
2021,59,0,10.522075,117566162.3,12,true
2021,60,0,32.003287,258420332.3,31,true
2021,60,1,447.810062,56352718.0,4,true
2021,61,0,0.759102,147574542.5,17,true
2021,61,1,57.367194,26739045.9,2,true
2021,62,0,18.080670,145779416.0,16,true
2021,62,1,210.000000,18310714.2,1,true
2021,63,0,9.935888,163674043.7,12,true
2021,63,1,0.000000,78347940.4,3,true
2021,64,0,11.094671,281146577.9,24,true
2021,64,1,22.941058,155910120.1,7,true
2021,65,0,46.850340,427158876.1,43,true
2021,65,1,235.110728,90397380.7,5,true
2021,66,0,64.095378,329687203.9,27,true
2021,66,1,32.479817,204519823.0,10,true
2021,67,0,11.602269,221629025.1,25,true
2021,67,1,22.283457,119137952.4,7,true
2021,68,0,30.716180,350739643.4,38,true
2021,68,1,72.712799,98985562.9,9,true
2021,69,0,26.226885,328526880.5,30,true
2021,69,1,171.820757,101747133.8,10,true
2021,70,0,16.648262,644325358.5,60,true
2021,70,1,89.646488,28938865.9,3,true
2021,71,0,61.803427,223402231.4,31,true
2021,71,1,58.823012,87787491.5,5,true
2021,72,0,22.238007,521613356.4,43,true
2021,72,1,186.831323,210573485.6,12,true
2021,73,0,26.347695,560653618.3,50,true
2021,73,1,126.961965,42746299.4,5,true
2021,74,0,12.700444,530598434.4,47,true
2021,74,1,121.510479,132986167.2,10,true
2021,75,0,29.760004,635569439.1,66,true
2021,75,1,160.054916,73692773.6,6,true
2021,76,0,48.483987,716457752.3,59,true
2021,76,1,636.854296,43161385.6,5,true
2021,77,0,76.021632,533063955.5,54,true
2021,77,1,39.668180,45480715.9,6,true
2021,78,0,33.101760,600624448.7,63,true
2021,78,1,97.904483,117670308.0,9,true
2021,79,0,66.342490,698737131.1,51,true
2021,79,1,101.795281,130113478.8,11,true
2021,80,0,30.619576,3641717428.7,361,true
2021,80,1,108.529786,452973927.5,31,true
2021,85,0,38.594190,4828401584.6,511,true
2021,85,1,209.703884,574318763.4,52,true
2022,18,0,15.000000,36923058.2,1,true
2022,20,0,0.000000,4264966.1,1,true
2022,22,0,107.744651,16219871.4,1,true
2022,24,0,0.000000,36801484.1,2,true
2022,29,1,331.672888,19089161.2,1,true
2022,30,0,107.744651,16219871.4,1,true
2022,31,1,165.000000,19404274.2,1,true
2022,33,0,410.000000,4824705.5,1,true
2022,38,0,37.000000,27701842.4,1,true
2022,38,1,56.057390,12560990.8,1,true
2022,40,1,42.043042,13395026.2,1,true
2022,41,1,840.000000,15492280.5,1,true
2022,42,1,30.000000,11419705.4,1,true
2022,44,0,26.936163,13324175.7,1,true
2022,45,0,87.548023,50675644.1,5,true
2022,46,0,0.000000,5442103.1,1,true
2022,47,1,579.000000,6792713.0,1,true
2022,48,0,0.000000,6773601.4,1,true
2022,48,1,6.000000,1968447.6,1,true
2022,49,0,0.000000,14877901.8,1,true
2022,50,0,0.000000,63539471.7,4,true
2022,50,1,26.701344,31614778.5,2,true
2022,51,0,0.000000,9785207.0,1,true
2022,51,1,790.000000,5774460.7,1,true
2022,52,0,0.000000,29742036.4,3,true
2022,52,1,25.000000,39407418.6,1,true
2022,53,0,0.000000,14281507.7,3,true
2022,53,1,54.740495,56731382.0,4,true
2022,54,0,13.170375,34460383.2,4,true
2022,54,1,30.727504,35861273.0,3,true
2022,55,0,0.000000,28916028.1,3,true
2022,55,1,21.906099,32143393.8,2,true
2022,56,0,190.326339,78870849.4,7,true
2022,56,1,0.000000,20853067.2,2,true
2022,57,0,0.000000,57227947.3,6,true
2022,57,1,112.282412,58088210.7,4,true
2022,58,0,7.070262,37537445.6,6,true
2022,58,1,138.875644,44706126.9,2,true
2022,59,0,16.999634,108968670.1,9,true
2022,59,1,0.000000,36513661.1,2,true
2022,60,0,143.217037,258766874.3,17,true
2022,60,1,0.000000,29476947.2,2,true
2022,61,0,0.000000,93614658.2,10,true
2022,61,1,291.683886,58079025.1,4,true
2022,62,0,27.823722,149197251.3,17,true
2022,62,1,481.403000,37345994.8,3,true
2022,63,0,0.516478,127078358.3,12,true
2022,63,1,637.589712,16460651.6,2,true
2022,64,0,14.515162,173731893.3,19,true
2022,64,1,105.827002,74732587.4,4,true
2022,65,0,36.385870,421002363.8,30,true
2022,65,1,205.384640,77054955.3,6,true
2022,66,0,14.929031,239248459.2,24,true
2022,66,1,2.682504,113852644.9,5,true
2022,67,0,74.915170,338026719.1,26,true
2022,67,1,548.569123,99714254.1,7,true
2022,68,0,26.455611,215479546.4,20,true
2022,68,1,27.972500,156254108.2,7,true
2022,69,0,55.501338,296882482.4,29,true
2022,69,1,171.393822,66798038.6,5,true
2022,70,0,27.952769,747401260.7,60,true
2022,70,1,507.155040,114917937.6,7,true
2022,71,0,9.441379,320816271.8,24,true
2022,71,1,67.319440,62923296.0,7,true
2022,72,0,7.604996,504559763.6,40,true
2022,72,1,174.737842,104751732.7,9,true
2022,73,0,48.636370,506971741.0,45,true
2022,73,1,290.260362,117914989.0,8,true
2022,74,0,48.702666,558536045.1,48,true
2022,74,1,63.079635,101388769.9,6,true
2022,75,0,31.662814,762782673.0,73,true
2022,75,1,84.467801,118968867.0,9,true
2022,76,0,42.278728,374599460.8,40,true
2022,76,1,77.400907,124648578.4,6,true
2022,77,0,12.773512,424921459.9,37,true
2022,77,1,279.074228,106990678.0,11,true
2022,78,0,16.791114,806600882.8,59,true
2022,78,1,271.548234,88559536.1,6,true
2022,79,0,37.688948,490237533.9,55,true
2022,79,1,81.916529,109601553.4,8,true
2022,80,0,14.195949,2557120777.1,260,true
2022,80,1,137.392610,550746955.6,41,true
2022,85,0,41.068363,5555939858.8,522,true
2022,85,1,215.431072,663675278.1,56,true
2023,20,1,0.000000,12812854.9,1,true
2023,21,0,0.000000,17191326.9,1,true
2023,25,0,292.706303,4793473.6,1,true
2023,29,1,225.000000,22556847.4,1,true
2023,33,1,0.000000,10433393.1,1,true
2023,35,0,0.000000,5102587.2,1,true
2023,36,0,0.000000,12909687.1,2,true
2023,37,0,0.000000,14826157.0,2,true
2023,39,0,0.000000,11296314.4,1,true
2023,40,0,0.000000,10017177.5,1,true
2023,40,1,470.000000,8258363.8,1,true
2023,42,0,0.553747,150856190.7,2,true
2023,42,1,90.000000,3317247.3,1,true
2023,44,1,0.000000,11918612.6,1,true
2023,45,1,130.989350,62472502.7,2,true
2023,46,0,0.000000,21736214.6,1,true
2023,47,0,0.000000,12660977.6,1,true
2023,48,1,585.371352,35334580.8,2,true
2023,49,0,0.000000,7732451.0,1,true
2023,49,1,1051.076055,19161862.1,1,true
2023,50,0,0.000000,60300459.1,3,true
2023,51,0,0.000000,2488536.8,1,true
2023,51,1,223.694708,90464171.5,3,true
2023,52,0,42.952050,41261659.3,2,true
2023,52,1,0.000000,19054621.9,1,true
2023,53,0,33.878004,57426667.6,5,true
2023,53,1,42.273743,105217850.0,3,true
2023,54,0,0.422750,70790267.1,6,true
2023,55,0,0.000000,90392068.9,6,true
2023,55,1,219.248088,24509344.9,3,true
2023,56,0,170.034071,89349188.0,5,true
2023,56,1,263.976951,76659558.3,2,true
2023,57,0,83.890578,79746787.3,6,true
2023,57,1,755.000000,11109961.7,1,true
2023,58,0,4.745249,62215320.2,7,true
2023,58,1,0.000000,38714455.9,3,true
2023,59,0,32.147379,125438809.2,6,true
2023,59,1,222.425384,90999421.5,5,true
2023,60,0,50.024215,181308718.6,19,true
2023,60,1,2.074111,81416696.4,5,true
2023,61,0,11.031212,107677376.3,10,true
2023,61,1,119.107246,93258634.0,7,true
2023,62,0,4.756381,66647369.5,8,true
2023,62,1,118.147519,112128713.1,9,true
2023,63,0,128.117053,162250576.4,15,true
2023,63,1,52.190015,119180848.7,7,true
2023,64,0,53.932959,349064930.5,20,true
2023,64,1,149.012374,182638212.9,9,true
2023,65,0,28.998135,353808483.4,35,true
2023,65,1,60.121264,144119529.6,11,true
2023,66,0,72.041607,185062067.6,17,true
2023,66,1,243.117747,76343936.6,6,true
2023,67,0,6.080974,298534500.0,29,true
2023,67,1,18.894366,95583114.4,6,true
2023,68,0,20.969283,303103320.4,28,true
2023,68,1,174.088105,126076101.5,10,true
2023,69,0,19.615250,295613344.9,28,true
2023,69,1,133.676257,151729490.9,12,true
2023,70,0,4.723467,670349577.6,53,true
2023,70,1,160.198888,81103620.0,8,true
2023,71,0,24.554912,361850019.4,35,true
2023,71,1,76.526688,113913134.3,12,true
2023,72,0,24.363396,358673441.6,32,true
2023,72,1,394.371548,52674449.0,6,true
2023,73,0,43.389345,489412258.7,45,true
2023,73,1,141.815887,179736693.8,9,true
2023,74,0,25.639176,286115863.8,33,true
2023,74,1,22.790700,160791956.6,14,true
2023,75,0,22.274236,712722790.6,70,true
2023,75,1,217.877952,223908336.4,18,true
2023,76,0,35.358425,487445114.4,50,true
2023,76,1,154.666558,146467854.3,12,true
2023,77,0,10.133227,312004077.4,28,true
2023,77,1,124.080961,133174316.5,11,true
2023,78,0,10.147563,572077981.6,56,true
2023,78,1,270.970461,195751579.5,14,true
2023,79,0,29.487653,583824382.0,56,true
2023,79,1,234.832641,81092753.3,10,true
2023,80,0,47.170639,3282865892.4,341,true
2023,80,1,147.274251,553885440.2,48,true
2023,85,0,35.166795,4823967338.4,537,true
2023,85,1,205.870458,675092638.5,66,true
2024,18,0,150.000000,51816489.4,1,true
2024,22,0,0.000000,7468725.5,1,true
2024,28,0,75.000000,21120702.6,1,true
2024,29,1,193.000000,32249100.2,1,true
2024,35,0,266.272601,5733875.2,1,true
2024,36,0,0.000000,7645371.0,1,true
2024,39,0,215.000000,14786969.9,1,true
2024,42,1,825.000000,67651882.7,1,true
2024,44,1,0.000000,44038777.8,1,true
2024,45,0,0.000000,22151381.2,1,true
2024,46,1,0.000000,8526574.3,1,true
2024,47,1,0.000000,106039727.4,1,true
2024,48,0,0.000000,17627142.7,1,true
2024,49,0,84.048858,18165313.7,2,true
2024,49,1,0.000000,43762961.7,1,true
2024,50,0,0.000000,58262446.0,5,true
2024,51,0,0.000000,12044718.0,1,true
2024,52,1,127.226618,31701883.1,2,true
2024,53,0,0.000000,19341008.5,2,true
2024,54,0,77.537885,44683010.3,4,true
2024,55,0,48.242332,64220237.7,6,true
2024,56,0,25.196828,105642302.7,6,true
2024,57,0,47.700434,72487486.7,5,true
2024,57,1,0.000000,15353679.9,1,true
2024,58,0,31.948175,78146999.7,4,true
2024,58,1,327.001439,10595140.3,1,true
2024,59,0,21.844512,63646991.0,8,true
2024,60,0,2.029130,144733227.3,15,true
2024,60,1,13.967863,92360169.8,4,true
2024,61,0,42.336627,73178574.7,7,true
2024,61,1,9.680459,71911939.1,3,true
2024,62,0,33.454371,226400125.1,14,true
2024,62,1,181.994849,56325733.2,5,true
2024,63,0,18.731229,98640826.8,11,true
2024,63,1,44.722342,77710887.8,7,true
2024,64,0,60.643655,180838099.7,16,true
2024,64,1,0.000000,125071950.3,4,true
2024,65,0,9.856710,323971463.3,26,true
2024,65,1,382.198663,98453727.5,4,true
2024,66,0,7.759565,241471611.4,20,true
2024,66,1,294.853117,41616485.0,4,true
2024,67,0,119.277594,189758597.4,24,true
2024,67,1,4.580258,272043254.9,7,true
2024,68,0,102.400858,438475582.3,29,true
2024,68,1,194.440348,47037959.8,3,true
2024,69,0,11.877582,489618494.1,39,true
2024,69,1,233.981831,59277314.4,4,true
2024,70,0,14.770909,426014338.3,39,true
2024,70,1,114.670022,323934974.2,15,true
2024,71,0,50.168676,357863356.3,24,true
2024,71,1,391.927126,129651338.9,13,true
2024,72,0,22.563252,326680642.2,34,true
2024,72,1,100.172187,142537221.0,12,true
2024,73,0,46.913873,418568591.9,30,true
2024,73,1,254.404760,264978378.0,14,true
2024,74,0,18.676212,627266224.5,44,true
2024,74,1,164.107802,90449560.0,9,true
2024,75,0,12.322056,707853311.5,63,true
2024,75,1,69.300427,210521822.1,11,true
2024,76,0,8.674950,604044478.4,49,true
2024,76,1,162.572887,162463299.5,13,true
2024,77,0,21.935197,435732591.4,36,true
2024,77,1,78.729854,121058835.4,10,true
2024,78,0,17.471135,753364595.5,56,true
2024,78,1,312.086007,54219898.0,7,true
2024,79,0,19.419699,575686550.0,54,true
2024,79,1,113.707531,79240319.7,6,true
2024,80,0,22.392882,3576326918.3,288,true
2024,80,1,270.937144,519999954.8,45,true
2024,85,0,40.199913,5070832805.6,497,true
2024,85,1,173.656865,810765152.2,62,true
2025,21,1,30.000000,10262653.5,1,true
2025,30,0,0.000000,48317178.3,2,true
2025,35,0,6.360310,70382526.7,2,true
2025,39,1,120.000000,10513651.5,1,true
2025,40,0,0.000000,113876934.4,2,true
2025,42,0,0.000000,25717459.4,1,true
2025,44,0,254.000000,26600787.4,1,true
2025,45,1,90.000000,5230074.1,1,true
2025,46,1,10.000000,5819248.2,1,true
2025,47,0,0.000000,15554804.0,1,true
2025,48,0,168.172169,7462715.4,1,true
2025,50,0,0.000000,267515029.4,4,true
2025,51,0,30.493563,119616026.7,2,true
2025,51,1,780.000000,3096334.1,1,true
2025,52,0,0.000000,120343210.8,1,true
2025,52,1,0.000000,57035624.7,1,true
2025,53,0,0.000000,27286574.0,1,true
2025,54,0,0.000000,51467797.3,3,true
2025,55,0,1.515652,122004393.4,6,true
2025,55,1,695.555060,89360773.1,3,true
2025,56,0,0.000000,123760733.7,2,true
2025,56,1,1.000000,30591300.1,1,true
2025,57,0,0.000000,58654669.3,2,true
2025,57,1,440.000000,7356626.8,1,true
2025,58,0,33.160850,24311692.9,2,true
2025,59,0,1.091178,169464795.1,6,true
2025,59,1,509.033821,116038344.2,5,true
2025,60,0,20.432949,224282518.9,17,true
2025,60,1,27.418488,57465892.1,4,true
2025,61,0,2.318862,252841572.7,16,true
2025,61,1,79.212390,92194971.9,3,true
2025,62,0,8.073311,155283082.3,14,true
2025,63,0,1.091782,96184028.0,8,true
2025,63,1,0.000000,14750401.7,1,true
2025,64,0,21.658417,281545234.9,15,true
2025,64,1,103.702444,83787928.9,4,true
2025,65,0,8.371792,269236317.8,19,true
2025,65,1,572.091504,62146414.0,4,true
2025,66,0,8.657622,126432891.0,12,true
2025,66,1,122.223633,41245491.7,3,true
2025,67,0,46.938483,242722718.7,15,true
2025,67,1,35.565960,43127654.3,3,true
2025,68,0,56.215695,334426154.1,20,true
2025,68,1,101.415828,106929137.4,3,true
2025,69,0,3.141953,255559843.5,19,true
2025,69,1,167.375807,119759206.4,4,true
2025,70,0,5.962457,717256347.8,45,true
2025,70,1,362.107026,88126865.7,9,true
2025,71,0,18.476860,292650072.5,20,true
2025,71,1,56.325374,136824093.0,3,true
2025,72,0,21.245216,422332827.8,26,true
2025,72,1,140.400183,230355193.5,12,true
2025,73,0,26.072219,460065741.2,27,true
2025,73,1,197.342466,159153554.1,8,true
2025,74,0,17.038555,788777154.2,52,true
2025,74,1,305.203709,58658568.1,6,true
2025,75,0,7.411021,949634940.6,57,true
2025,75,1,196.913737,98635491.6,7,true
2025,76,0,22.735114,657483943.6,29,true
2025,76,1,79.010280,108859636.1,8,true
2025,77,0,29.573346,320033506.1,31,true
2025,77,1,146.244710,113246421.0,6,true
2025,78,0,43.728746,1076358724.4,62,true
2025,78,1,279.056943,107237528.6,9,true
2025,79,0,49.562791,698148142.2,44,true
2025,79,1,44.949737,153362975.3,10,true
2025,80,0,24.848971,3744144973.5,254,true
2025,80,1,173.775250,449000018.5,37,true
2025,85,0,29.940529,5221655504.7,379,true
2025,85,1,309.237541,805732102.9,49,true
