year,tier3,mean_minutes_per_day,label
2008,040112,0.237301,Dropping off/picking up nonhh children
2008,040186,0.371852,Talking with/listening to nonhh children
2008,040199,0.078192,"Caring for and helping nonhh children, n.e.c."
2008,040201,0.078346,Homework (nonhh children)
2008,040202,0.000981,Meetings and school conferences (nonhh children)
2008,040299,0.000935,"Activities related to nonhh child's educ., n.e.c."
2008,040301,0.015073,Providing medical care to nonhh children
2008,040302,0.026848,Obtaining medical care for nonhh children
2008,040303,0.003069,Waiting associated with nonhh children's health
2008,040399,0.051899,"Activities related to nonhh child's health, n.e.c."
2008,040401,0.153005,Physical care for nonhh adults
2008,040402,0.043960,Looking after nonhh adult (as a primary activity)
2008,040403,0.098590,Providing medical care to nonhh adult
2008,040404,0.211832,Obtaining medical and care services for nonhh adult
2008,040405,0.131997,Waiting associated with caring for nonhh adults
2008,040499,0.040982,"Caring for nonhh adults, n.e.c."
2008,040501,0.660361,"Housework, cooking, & shopping assistance for nonhh adults"
2008,040502,0.829155,House & lawn maintenance & repair assistance for nonhh adults
2008,040503,0.161430,Animal & pet care assistance for nonhh adults
2008,040504,0.336761,Vehicle & appliance maintenance/repair assistance for nonhh adults
2008,040505,0.102299,Financial management assistance for nonhh adults
2008,040506,0.477480,Household management & paperwork assistance for nonhh adults
2008,040507,0.462178,Picking up/dropping off nonhh adult
2008,040508,0.191490,Waiting associated with helping nonhh adults
2008,040599,0.535759,"Helping nonhh adults, n.e.c."
2008,049999,0.007478,"Caring for & helping nonhh members, n.e.c."
2008,050101,196.521811,"Work, main job"
2008,050102,5.693319,"Work, other job(s)"
2008,050103,0.009538,Security procedures related to work
2008,050189,0.310264,"Working, n.e.c."
2008,050201,0.151933,"Socializing, relaxing, and leisure as part of job"
2008,050202,0.444006,Eating and drinking as part of job
2008,050204,0.001362,Security procedures as part of job
2008,050289,0.021694,"Work-related activities, n.e.c."
2008,050301,0.171361,"Income-generating hobbies, crafts, and food"
2008,050302,0.136663,Income-generating performances
2008,050303,0.841925,Income-generating services
2008,050304,0.153173,Income-generating rental property activities
2008,050389,0.638701,"Other income-generating activities, n.e.c."
2008,050403,0.068967,Job interviewing
2008,050404,0.097079,Waiting associated with job search or interview
2008,050481,1.965243,Job search activities
2008,060101,15.547086,"Taking class for degree, certification, or licensure"
2008,060102,0.585796,Taking class for personal interest
2008,060103,0.017030,Waiting associated with taking classes
2008,060104,0.000470,Security procedures rel. to taking classes
2008,060199,0.058800,"Taking class, n.e.c."
2008,060201,0.020542,Extracurricular club activities
2008,060202,0.251613,Extracurricular music & performance activities
2008,060289,0.011383,"Education-related extracurricular activities, n.e.c."
2008,060301,9.092830,"Research/homework for class for degree, certification, or licensure"
2008,060302,0.269066,Research/homework for class for pers. interest
2008,060399,0.188402,Research/homework n.e.c.
2008,060401,0.181712,"Administrative activities: class for degree, certification, or licensure"
2008,060402,0.008941,Administrative activities: class for personal interest
2008,060499,0.025655,"Administrative for education, n.e.c."
2008,069999,0.091955,"Education, n.e.c."
2008,070101,5.881715,Grocery shopping
2008,070102,0.402524,Purchasing gas
2008,070103,1.202784,Purchasing food (not groceries)
2008,070104,15.210266,"Shopping, except groceries, food and gas"
2008,070105,0.096342,Waiting associated with shopping
2008,070199,0.001933,"Shopping, n.e.c."
2008,070201,0.100294,Comparison shopping
2008,070299,0.002615,"Researching purchases, n.e.c."
2008,080101,0.029652,Using paid childcare services
2008,080102,0.002630,Waiting associated w/purchasing childcare svcs
2008,080201,0.325909,Banking
2008,080202,0.120384,Using other financial services
2008,080203,0.018152,Waiting associated w/banking/financial services
2008,080301,0.056084,Using legal services
2008,080401,2.323427,Using health and care services outside the home
2008,080402,0.091807,Using in-home health and care services
2008,080403,0.506202,Waiting associated with medical services
2008,080501,1.080908,Using personal care services
2008,080502,0.037448,Waiting associated w/personal care services
2008,080601,0.212938,Activities rel. to purchasing/selling real estate
2008,080602,0.003155,Waiting associated w/purchasing/selling real estate
2008,080701,0.051205,Using veterinary services
2008,080702,0.004454,Waiting associated with veterinary services
2008,080799,0.003486,"Using veterinary services, n.e.c."
2008,089999,0.053868,"Professional and personal services, n.e.c."
2008,090101,0.006193,Using interior cleaning services
2008,090103,0.039794,Using clothing repair and cleaning services
2008,090104,0.014589,Waiting associated with using household services
2008,090199,0.000859,"Using household services, n.e.c."
2008,090201,0.202656,Using home maint/repair/decor/construction svcs
2008,090202,0.069001,Waiting associated w/ home main/repair/decor/constr
2008,090301,0.027816,Using pet services
2008,090401,0.049901,Using lawn and garden services
2008,090501,0.165486,Using vehicle maintenance or repair services
2008,090502,0.218796,Waiting associated with vehicle main. or repair svcs
2008,090599,0.002151,"Using vehicle maint. & repair svcs, n.e.c."
2008,099999,0.022267,"Using household services, n.e.c."
2008,100101,0.005013,Using police and fire services
2008,100102,0.050261,Using social services
2008,100103,0.061476,"Obtaining licenses & paying fines, fees, taxes"
2008,100199,0.012951,"Using government services, n.e.c."
2008,100201,0.226089,Civic obligations & participation
2008,100299,0.004576,"Civic obligations & participation, n.e.c."
2008,100381,0.044069,Waiting associated w/ using government services
2008,100383,0.019829,Waiting associated w/civic obligations & participation
2008,100401,0.001531,Security procedures rel. to govt svcs/civic obligations
2008,110101,66.469309,Eating and drinking
2008,110281,0.135408,Waiting associated w/eating & drinking
2008,120101,38.174177,Socializing and communicating with others
2008,120201,3.890106,Attending or hosting parties/receptions/ceremonies
2008,120202,0.522428,Attending meetings for personal interest (not volunteering)
2008,120299,0.008976,"Attending/hosting social events, n.e.c."
2008,120301,16.030536,"Relaxing, thinking"
2008,120302,0.410629,Tobacco and drug use
2008,120303,166.205463,Television and movies (not religious)
2008,120304,0.156982,Television (religious)
2008,120305,1.570438,Listening to the radio
2008,120306,1.679094,Listening to/playing music (not radio)
2008,120307,11.959438,Playing games
2008,120308,8.499230,Computer use for leisure (exc. Games)
2008,120309,1.715408,Arts and crafts as a hobby
2008,120310,0.001304,Collecting as a hobby
2008,120311,0.336314,"Hobbies, except arts & crafts and collecting"
2008,120312,20.625702,Reading for personal interest
2008,120313,0.180277,Writing for personal interest
2008,120399,0.198173,"Relaxing and leisure, n.e.c."
2008,120401,0.900972,Attending performing arts
2008,120402,0.389803,Attending museums
2008,120403,1.874462,Attending movies/film
2008,120404,0.390011,Attending gambling establishments
2008,120499,1.552362,"Arts and entertainment, n.e.c."
2008,120501,0.021605,Waiting assoc. w/socializing & communicating
2008,120502,0.018795,Waiting assoc. w/attending/hosting social events
2008,120503,0.001361,Waiting associated with relaxing/leisure
2008,120504,0.064417,Waiting associated with arts & entertainment
2008,120599,0.001387,"Waiting associated with socializing, n.e.c."
2008,129999,0.005947,"Socializing, relaxing, and leisure, n.e.c."
2008,130101,0.122196,Doing aerobics
2008,130102,0.284805,Playing baseball
2008,130103,0.844490,Playing basketball
2008,130104,0.491006,Biking
2008,130105,0.377402,Playing billiards
2008,130106,0.222660,Boating
2008,130107,0.448597,Bowling
2008,130108,0.027496,"Climbing, spelunking, caving"
2008,130109,0.241213,Dancing
2008,130110,0.149402,Participating in equestrian sports
2008,130112,1.095444,Fishing
2008,130113,0.495242,Playing football
2008,130114,1.113614,Golfing
2008,130116,0.168322,Hiking
2008,130117,0.098341,Playing hockey
2008,130118,0.596927,Hunting
2008,130119,0.150193,Participating in martial arts
2008,130120,0.326912,Playing racquet sports
2008,130121,0.010380,Participating in rodeo competitions
2008,130122,0.162106,Rollerblading
2008,130123,0.022718,Playing rugby
2008,130124,0.526300,Running
2008,130125,0.328351,"Skiing, ice skating, snowboarding"
2008,130126,0.386750,Playing soccer
2008,130127,0.169525,Softball
2008,130128,0.949643,Using cardiovascular equipment
2008,130129,0.279851,Vehicle touring/racing
2008,130130,0.147615,Playing volleyball
2008,130131,2.444818,Walking
2008,130132,1.623352,Participating in water sports
2008,130133,0.881711,Weightlifting/strength training
2008,130134,1.791141,"Working out, unspecified"
2008,130135,0.055462,Wrestling
2008,130136,0.147302,Doing yoga
2008,130199,0.507592,Playing sports n.e.c.
2008,130202,0.523211,Watching baseball
2008,130203,0.477367,Watching basketball
2008,130207,0.013950,Watching bowling
2008,130209,0.040503,Watching dancing
2008,130210,0.000838,Watching equestrian sports
2008,130213,0.484343,Watching football
2008,130214,0.074297,Watching golfing
2008,130216,0.094586,Watching hockey
2008,130218,0.004225,Watching racquet sports
2008,130219,0.035249,Watching rodeo competitions
2008,130222,0.008448,Watching running
2008,130224,0.123167,Watching soccer
2008,130225,0.065986,Watching softball
2008,130226,0.047907,Watching vehicle touring/racing
2008,130227,0.001071,Watching volleyball
2008,130229,0.006808,Watching water sports
2008,130232,0.093480,Watching wrestling
2008,130299,0.093298,"Attending sporting events, n.e.c."
2008,130301,0.011941,Waiting related to playing sports or exercising
2008,130302,0.028581,Waiting related to attending sporting events
2008,130399,0.009285,"Waiting associated with sports, exercise, & recreation, n.e.c."
2008,130401,0.000234,Security related to playing sports or exercising
2008,130402,0.001571,Security related to attending sporting events
2008,139999,0.000481,"Sports, exercise, & recreation, n.e.c."
2008,140101,5.258278,Attending religious services
2008,140102,2.413475,Participation in religious practices
2008,140103,0.034934,Waiting associated w/religious & spiritual activities
2008,140105,0.851012,Religious education activities
2008,149999,0.006517,"Religious and spiritual activities, n.e.c."
2008,150101,0.624410,Computer use
2008,150102,0.817761,Organizing and preparing
2008,150103,0.112177,Reading
2008,150104,0.199278,Telephone calls (except hotline counseling)
2008,150105,0.097223,Writing
2008,150106,0.213738,Fundraising
2008,150199,0.151818,"Administrative & support activities, n.e.c."
2008,150201,0.856355,"Food preparation, presentation, clean-up"
2008,150202,0.073218,Collecting & delivering clothing & other goods
2008,150203,0.255303,Providing care
2008,150204,0.910419,"Teaching, leading, counseling, mentoring"
2008,150299,0.056104,"Social service & care activities, n.e.c."
2008,150301,0.030739,"Building houses, wildlife sites, & other structures"
2008,150302,0.642307,"Indoor & outdoor maintenance, repair, & clean-up"
2008,150399,0.042569,"Indoor & outdoor maintenance, building & clean-up activities, n.e.c."
2008,150401,0.389440,Performing
2008,150402,0.162463,Serving at volunteer events & cultural activities
2008,150499,0.011741,"Participating in performance & cultural activities, n.e.c."
2008,150501,0.838941,"Attending meetings, conferences, & training"
2008,150601,0.009164,Public health activities
2008,150602,0.178706,Public safety activities
2008,150699,0.010593,"Public health & safety activities, n.e.c."
2008,159989,2.134143,"Volunteer activities, n.e.c."
2008,160101,2.656928,Telephone calls to/from family members
2008,160102,2.604530,"Telephone calls to/from friends, neighbors, or acquaintances"
2008,160103,0.099472,Telephone calls to/from education services providers
2008,160104,0.069211,Telephone calls to/from salespeople
2008,160105,0.198800,Telephone calls to/from professional or personal care svcs providers
2008,160106,0.046649,Telephone calls to/from household services providers
2008,160107,0.001205,Telephone calls to/from paid child or adult care providers
2008,160108,0.008688,Telephone calls to/from government officials
2008,169989,1.996529,"Telephone calls, n.e.c."
2008,180101,0.787228,Travel related to personal care
2008,180280,2.314471,Travel related to household activities
2008,180381,3.870242,Travel related to caring for and helping hh children
2008,180382,1.058754,Travel related to caring for and helping hh adults
2008,180481,1.079004,Travel related to caring for and helping nonhh children
2008,180482,2.703578,Travel related to caring for and helping nonhh adults
2008,180499,0.000391,"Travel rel. to caring for & helping nonhh members, n.e.c."
2008,180501,16.057287,Travel related to working
2008,180502,0.096381,Travel related to work-related activities
2008,180589,0.467425,"Travel related to work, n.e.c."
2008,180601,1.562328,Travel related to taking class
2008,180682,0.364050,Travel related to education (except taking class)
2008,180699,0.000534,"Travel related to education, n.e.c."
2008,180701,3.067578,Travel related to grocery shopping
2008,180782,11.307857,Travel related to shopping (except grocery shopping)
2008,180801,0.017556,Travel related to using childcare services
2008,180802,0.481076,Travel related to using financial services and banking
2008,180803,0.029958,Travel related to using legal services
2008,180804,1.173610,Travel related to using medical services
2008,180805,0.333051,Travel related to using personal care services
2008,180806,0.155316,Travel related to using real estate services
2008,180807,0.049063,Travel related to using veterinary services
2008,180899,0.006568,"Travel rel. to using prof. & personal care services, n.e.c."
2008,180901,0.090351,Travel related to using household services
2008,180902,0.022572,Travel related to using home main./repair/decor./construction svcs
2008,180903,0.028574,Travel related to using pet services (not vet)
2008,180904,0.000448,Travel related to using lawn and garden services
2008,180905,0.259590,Travel related to using vehicle maintenance & repair services
2008,180999,0.010167,"Travel related to using household services, n.e.c."
2008,181002,0.102356,Travel related to civic obligations & participation
2008,181081,0.131645,Travel related to using government services
2008,181101,7.092569,Travel related to eating and drinking
2008,181201,5.588877,Travel related to socializing and communicating
2008,181202,0.788919,Travel related to attending or hosting social events
2008,181204,1.061263,Travel related to arts and entertainment
2008,181283,3.165957,Travel related to relaxing and leisure
2008,181299,0.131949,"Travel rel. to socializing, relaxing, & leisure, n.e.c."
2008,181301,2.153418,Travel related to participating in sports/exercise/recreation
2008,181302,0.483259,Travel related to attending sporting/recreational events
2008,181399,0.006448,"Travel related to sports, exercise, & recreation, n.e.c."
2008,181401,1.253419,Travel related to religious/spiritual practices
2008,181499,0.002444,"Travel rel. to religious/spiritual activities, n.e.c."
2008,181501,1.051631,Travel related to volunteering
2008,181599,0.021235,"Travel related to volunteer activities, n.e.c."
2008,181601,0.082458,Travel related to phone calls
2008,181801,0.043333,Security procedures related to traveling
2008,181899,0.018120,"Security procedures related to traveling, n.e.c."
2008,189999,1.286557,"Traveling, n.e.c."
2008,500101,5.820803,Insufficient detail in verbatim
2008,500103,0.431517,Missing travel or destination
2008,500104,0.424847,Recorded simultaneous activities incorrectly
2008,500105,0.145360,Respondent refused to provide information/none of your business
2008,500106,3.871269,Gap/can't remember
2008,500107,0.136128,Unable to code activity at 1st tier
2008,509989,0.004831,"Data codes, n.e.c."
2009,010101,516.233501,Sleeping
2009,010102,4.106788,Sleeplessness
2009,010201,40.110156,"Washing, dressing and grooming oneself"
2009,010299,0.063388,"Grooming, n.e.c."
2009,010301,4.471673,Health-related self care
2009,010399,0.290220,"Self care, n.e.c."
2009,010401,0.661983,Personal/Private activities
2009,010499,0.001072,"Personal activities, n.e.c."
2009,010501,0.001035,Personal emergencies
2009,020101,23.800193,Interior cleaning
2009,020102,9.528045,Laundry
2009,020103,1.454274,"Sewing, repairing, & maintaining textiles"
2009,020104,1.141823,"Storing interior hh items, inc. food"
2009,020199,0.009998,"Housework, n.e.c."
2009,020201,24.802143,Food and drink preparation
2009,020202,0.226436,Food presentation
2009,020203,7.314878,Kitchen and food clean-up
2009,020301,3.981481,"Interior arrangement, decoration, & repairs"
2009,020302,0.190134,Building and repairing furniture
2009,020303,0.530083,Heating and cooling
2009,020399,0.011151,"Interior maintenance, repair, & decoration, n.e.c."
2009,020401,1.704904,Exterior cleaning
2009,020402,1.641210,"Exterior repair, improvements, & decoration"
2009,020499,0.004781,"Exterior maintenance, repair & decoration, n.e.c."
2009,020501,11.649005,"Lawn, garden, and houseplant care"
2009,020502,0.228017,"Ponds, pools, and hot tubs"
2009,020681,5.524606,Care for animals and pets (not veterinary care)
2009,020699,0.015517,"Pet and animal care, n.e.c."
2009,020701,2.237937,Vehicle repair and maintenance (by self)
2009,020799,0.001842,"Vehicles, n.e.c."
2009,020801,1.066442,"Appliance, tool, and toy set-up, repair, & maintenance (by self)"
2009,020899,0.000490,"Appliances and tools, n.e.c."
2009,020901,2.117932,Financial management
2009,020902,5.766950,Household & personal organization and planning
2009,020903,1.244120,HH & personal mail & messages (except e-mail)
2009,020904,3.478850,HH & personal e-mail and messages
2009,020905,0.117143,Home security
2009,020999,0.009076,"Household management, n.e.c."
2009,029999,0.045300,"Household activities, n.e.c."
2009,030101,9.720368,Physical care for hh children
2009,030102,0.690949,Reading to/with hh children
2009,030103,6.230595,"Playing with hh children, not sports"
2009,030104,0.047009,Arts and crafts with hh children
2009,030105,0.233074,Playing sports with hh children
2009,030108,0.271451,Organization & planning for hh children
2009,030109,1.863838,Looking after hh children (as a primary activity)
2009,030110,1.333549,Attending hh children's events
2009,030111,0.426031,Waiting for/with hh children
2009,030112,1.097583,Picking up/dropping off hh children
2009,030186,1.024977,Talking with/listening to hh children
2009,030199,0.066311,"Caring for & helping hh children, n.e.c."
2009,030201,1.692703,Homework (hh children)
2009,030202,0.158967,Meetings and school conferences (hh children)
2009,030203,0.165704,Home schooling of hh children
2009,030204,0.000138,Waiting associated with hh children's education
2009,030299,0.039638,"Activities related to hh child's education, n.e.c."
2009,030301,0.267108,Providing medical care to hh children
2009,030302,0.147702,Obtaining medical care for hh children
2009,030303,0.167578,Waiting associated with hh children's health
2009,030399,0.086074,"Activities related to hh child's health, n.e.c."
2009,030401,0.632953,Physical care for hh adults
2009,030402,0.022471,Looking after hh adult (as a primary activity)
2009,030403,0.150303,Providing medical care to hh adult
2009,030404,0.100332,Obtaining medical and care services for hh adult
2009,030405,0.228223,Waiting associated with caring for household adults
2009,030499,0.026971,"Caring for household adults, n.e.c."
2009,030501,0.311563,Helping hh adults
2009,030502,0.099705,Organization & planning for hh adults
2009,030503,0.183609,Picking up/dropping off hh adult
2009,030504,0.165400,Waiting associated with helping hh adults
2009,030599,0.050174,"Helping household adults, n.e.c."
2009,039999,0.010799,"Caring for & helping hh members, n.e.c."
2009,040101,0.696883,Physical care for nonhh children
2009,040102,0.025792,Reading to/with nonhh children
2009,040103,1.587165,"Playing with nonhh children, not sports"
2009,040104,0.019764,Arts and crafts with nonhh children
2009,040105,0.041923,Playing sports with nonhh children
2009,040108,0.041672,Organization & planning for nonhh children
2009,040109,0.492638,Looking after nonhh children (as primary activity)
2009,040110,0.395364,Attending nonhh children's events
2009,040111,0.042045,Waiting for/with nonhh children
2009,040112,0.213688,Dropping off/picking up nonhh children
2009,040186,0.287917,Talking with/listening to nonhh children
2009,040199,0.129678,"Caring for and helping nonhh children, n.e.c."
2009,040201,0.075107,Homework (nonhh children)
2009,040202,0.007549,Meetings and school conferences (nonhh children)
2009,040203,0.060636,Home schooling of nonhh children
2009,040299,0.014681,"Activities related to nonhh child's educ., n.e.c."
2009,040301,0.013124,Providing medical care to nonhh children
2009,040302,0.010671,Obtaining medical care for nonhh children
2009,040303,0.017989,Waiting associated with nonhh children's health
2009,040399,0.079602,"Activities related to nonhh child's health, n.e.c."
2009,040401,0.285650,Physical care for nonhh adults
2009,040402,0.006962,Looking after nonhh adult (as a primary activity)
2009,040403,0.020679,Providing medical care to nonhh adult
2009,040404,0.060938,Obtaining medical and care services for nonhh adult
2009,040405,0.138953,Waiting associated with caring for nonhh adults
2009,040499,0.040758,"Caring for nonhh adults, n.e.c."
2009,040501,0.687687,"Housework, cooking, & shopping assistance for nonhh adults"
2009,040502,1.220934,House & lawn maintenance & repair assistance for nonhh adults
2009,040503,0.139182,Animal & pet care assistance for nonhh adults
2009,040504,0.372229,Vehicle & appliance maintenance/repair assistance for nonhh adults
2009,040505,0.119350,Financial management assistance for nonhh adults
2009,040506,0.291187,Household management & paperwork assistance for nonhh adults
2009,040507,0.479164,Picking up/dropping off nonhh adult
2009,040508,0.220200,Waiting associated with helping nonhh adults
2009,040599,0.209087,"Helping nonhh adults, n.e.c."
2009,049999,0.001371,"Caring for & helping nonhh members, n.e.c."
2009,050101,184.902579,"Work, main job"
2009,050102,5.446218,"Work, other job(s)"
2009,050103,0.002102,Security procedures related to work
2009,050189,0.220817,"Working, n.e.c."
2009,050201,0.100132,"Socializing, relaxing, and leisure as part of job"
2009,050202,0.221411,Eating and drinking as part of job
2009,050203,0.010157,Sports and exercise as part of job
2009,050289,0.002822,"Work-related activities, n.e.c."
2009,050301,0.178445,"Income-generating hobbies, crafts, and food"
2009,050302,0.115873,Income-generating performances
2009,050303,0.646439,Income-generating services
2009,050304,0.096306,Income-generating rental property activities
2009,050389,0.756954,"Other income-generating activities, n.e.c."
2009,050403,0.162174,Job interviewing
2009,050404,0.009096,Waiting associated with job search or interview
2009,050481,2.399128,Job search activities
2009,050499,0.004817,"Job search and Interviewing, n.e.c."
2009,059999,0.009089,"Work and work-related activities, n.e.c."
2009,060101,14.925296,"Taking class for degree, certification, or licensure"
2009,060102,0.716507,Taking class for personal interest
2009,060103,0.056852,Waiting associated with taking classes
2009,060104,0.001994,Security procedures rel. to taking classes
2009,060199,0.047721,"Taking class, n.e.c."
2009,060201,0.066149,Extracurricular club activities
2009,060202,0.314921,Extracurricular music & performance activities
2009,060203,0.028585,Extracurricular student government activities
2009,060289,0.043667,"Education-related extracurricular activities, n.e.c."
2009,060301,9.373298,"Research/homework for class for degree, certification, or licensure"
2009,060302,0.170408,Research/homework for class for pers. interest
2009,060399,0.010572,Research/homework n.e.c.
2009,060401,0.091251,"Administrative activities: class for degree, certification, or licensure"
2009,060403,0.019065,Waiting associated w/admin. activities (education)
2009,060499,0.042236,"Administrative for education, n.e.c."
2009,069999,0.202721,"Education, n.e.c."
2009,070101,6.367042,Grocery shopping
2009,070102,0.404815,Purchasing gas
2009,070103,1.020028,Purchasing food (not groceries)
2009,070104,14.702417,"Shopping, except groceries, food and gas"
2009,070105,0.060699,Waiting associated with shopping
2009,070199,0.000453,"Shopping, n.e.c."
2009,070201,0.141149,Comparison shopping
2009,080101,0.022556,Using paid childcare services
2009,080102,0.002937,Waiting associated w/purchasing childcare svcs
2009,080201,0.415123,Banking
2009,080202,0.181088,Using other financial services
2009,080203,0.026195,Waiting associated w/banking/financial services
2009,080301,0.020743,Using legal services
2009,080302,0.000764,Waiting associated with legal services
2009,080401,2.558655,Using health and care services outside the home
2009,080402,0.047533,Using in-home health and care services
2009,080403,0.468480,Waiting associated with medical services
2009,080499,0.188944,"Using medical services, n.e.c."
2009,080501,0.861450,Using personal care services
2009,080502,0.022946,Waiting associated w/personal care services
2009,080601,0.178921,Activities rel. to purchasing/selling real estate
2009,080699,0.000105,"Using real estate services, n.e.c."
2009,080701,0.065539,Using veterinary services
2009,080702,0.049077,Waiting associated with veterinary services
2009,089999,0.039805,"Professional and personal services, n.e.c."
2009,090101,0.006860,Using interior cleaning services
2009,090102,0.007358,Using meal preparation services
2009,090103,0.034874,Using clothing repair and cleaning services
2009,090104,0.003511,Waiting associated with using household services
2009,090199,0.015617,"Using household services, n.e.c."
2009,090201,0.147606,Using home maint/repair/decor/construction svcs
2009,090202,0.135736,Waiting associated w/ home main/repair/decor/constr
2009,090301,0.022243,Using pet services
2009,090399,0.000309,"Using pet services, n.e.c."
2009,090401,0.024562,Using lawn and garden services
2009,090501,0.223608,Using vehicle maintenance or repair services
2009,090502,0.172405,Waiting associated with vehicle main. or repair svcs
2009,090599,0.009815,"Using vehicle maint. & repair svcs, n.e.c."
2009,099999,0.025980,"Using household services, n.e.c."
2009,100101,0.025407,Using police and fire services
2009,100102,0.207619,Using social services
2009,100103,0.040887,"Obtaining licenses & paying fines, fees, taxes"
2009,100199,0.005607,"Using government services, n.e.c."
2009,100201,0.048234,Civic obligations & participation
2009,100381,0.038435,Waiting associated w/ using government services
2009,100399,0.004278,"Waiting assoc. w/govt svcs or civic obligations, n.e.c."
2009,100401,0.000560,Security procedures rel. to govt svcs/civic obligations
2009,109999,0.011338,"Government services, n.e.c."
2009,110101,66.307533,Eating and drinking
2009,110281,0.200226,Waiting associated w/eating & drinking
2009,120101,37.501690,Socializing and communicating with others
2009,120199,0.001169,"Socializing and communicating, n.e.c."
2009,120201,3.715265,Attending or hosting parties/receptions/ceremonies
2009,120202,0.509497,Attending meetings for personal interest (not volunteering)
2009,120299,0.085488,"Attending/hosting social events, n.e.c."
2009,120301,15.014216,"Relaxing, thinking"
2009,120302,0.547640,Tobacco and drug use
2009,120303,168.976854,Television and movies (not religious)
2009,120304,0.353010,Television (religious)
2009,120305,1.656322,Listening to the radio
2009,120306,1.857805,Listening to/playing music (not radio)
2009,120307,13.332929,Playing games
2009,120308,9.863308,Computer use for leisure (exc. Games)
2009,120309,1.338613,Arts and crafts as a hobby
2009,120310,0.323093,Collecting as a hobby
2009,120311,0.324633,"Hobbies, except arts & crafts and collecting"
2009,120312,20.637378,Reading for personal interest
2009,120313,0.216682,Writing for personal interest
2009,120399,0.243303,"Relaxing and leisure, n.e.c."
2009,120401,0.830579,Attending performing arts
2009,120402,0.414590,Attending museums
2009,120403,1.806430,Attending movies/film
2009,120404,0.519394,Attending gambling establishments
2009,120405,0.001598,Security procedures rel. to arts & entertainment
2009,120499,1.206416,"Arts and entertainment, n.e.c."
2009,120501,0.012181,Waiting assoc. w/socializing & communicating
2009,120502,0.012903,Waiting assoc. w/attending/hosting social events
2009,120503,0.013927,Waiting associated with relaxing/leisure
2009,120504,0.036278,Waiting associated with arts & entertainment
2009,129999,0.013590,"Socializing, relaxing, and leisure, n.e.c."
2009,130101,0.140877,Doing aerobics
2009,130102,0.260533,Playing baseball
2009,130103,1.003608,Playing basketball
2009,130104,0.429616,Biking
2009,130105,0.296501,Playing billiards
2009,130106,0.353307,Boating
2009,130107,0.276438,Bowling
2009,130108,0.006787,"Climbing, spelunking, caving"
2009,130109,0.456982,Dancing
2009,130110,0.112814,Participating in equestrian sports
2009,130112,1.063629,Fishing
2009,130113,0.422401,Playing football
2009,130114,1.353249,Golfing
2009,130116,0.277223,Hiking
2009,130117,0.091706,Playing hockey
2009,130118,0.933639,Hunting
2009,130119,0.081690,Participating in martial arts
2009,130120,0.297305,Playing racquet sports
2009,130122,0.137903,Rollerblading
2009,130124,0.769019,Running
2009,130125,0.174715,"Skiing, ice skating, snowboarding"
2009,130126,0.211359,Playing soccer
2009,130127,0.248740,Softball
2009,130128,0.800527,Using cardiovascular equipment
2009,130129,0.122613,Vehicle touring/racing
2009,130130,0.326938,Playing volleyball
2009,130131,2.760207,Walking
2009,130132,1.165847,Participating in water sports
2009,130133,0.876447,Weightlifting/strength training
2009,130134,2.352874,"Working out, unspecified"
2009,130135,0.013557,Wrestling
2009,130136,0.133864,Doing yoga
2009,130199,0.553633,Playing sports n.e.c.
2009,130202,0.261424,Watching baseball
2009,130203,0.276253,Watching basketball
2009,130207,0.003739,Watching bowling
2009,130210,0.013105,Watching equestrian sports
2009,130212,0.021725,Watching fishing
2009,130213,0.234834,Watching football
2009,130214,0.017074,Watching golfing
2009,130216,0.076060,Watching hockey
2009,130217,0.001300,Watching martial arts
2009,130218,0.052522,Watching racquet sports
2009,130219,0.019586,Watching rodeo competitions
2009,130222,0.008255,Watching running
2009,130224,0.056703,Watching soccer
2009,130225,0.113503,Watching softball
2009,130226,0.148200,Watching vehicle touring/racing
2009,130227,0.012685,Watching volleyball
2009,130232,0.037597,Watching wrestling
2009,130299,0.141682,"Attending sporting events, n.e.c."
2009,130301,0.017066,Waiting related to playing sports or exercising
2009,130302,0.012695,Waiting related to attending sporting events
2009,139999,0.001517,"Sports, exercise, & recreation, n.e.c."
2009,140101,5.430427,Attending religious services
2009,140102,2.517222,Participation in religious practices
2009,140103,0.025473,Waiting associated w/religious & spiritual activities
2009,140105,0.744270,Religious education activities
2009,149999,0.001416,"Religious and spiritual activities, n.e.c."
2009,150101,0.780143,Computer use
2009,150102,0.705367,Organizing and preparing
2009,150103,0.111803,Reading
2009,150104,0.219398,Telephone calls (except hotline counseling)
2009,150105,0.082494,Writing
2009,150106,0.398479,Fundraising
2009,150199,0.388118,"Administrative & support activities, n.e.c."
2009,150201,0.708571,"Food preparation, presentation, clean-up"
2009,150202,0.101317,Collecting & delivering clothing & other goods
2009,150203,0.160628,Providing care
2009,150204,1.123262,"Teaching, leading, counseling, mentoring"
2009,150299,0.131396,"Social service & care activities, n.e.c."
2009,150301,0.033635,"Building houses, wildlife sites, & other structures"
2009,150302,0.397102,"Indoor & outdoor maintenance, repair, & clean-up"
2009,150399,0.006308,"Indoor & outdoor maintenance, building & clean-up activities, n.e.c."
2009,150401,0.352940,Performing
2009,150402,0.104164,Serving at volunteer events & cultural activities
2009,150499,0.031993,"Participating in performance & cultural activities, n.e.c."
2009,150501,1.126586,"Attending meetings, conferences, & training"
