agency,series_code,series_name,headcount,snapshot,source
NPS,1340,METEOROLOGY,5,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0460,FORESTRY,5,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0828,CONSTRUCTION ANALYST,5,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,3703,WELDING,5,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1720,EDUCATION PROGRAM,5,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5210,RIGGING,5,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,7404,COOKING,4,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5801,MISC TRANSPORTATION/MOBILE EQUIPMT MAINTNE,4,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,8610,SMALL ENGINE MECHANIC,4,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,2810,HIGH VOLTAGE ELECTRICIAN,4,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0305,MAIL AND FILE,4,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5725,CRANE OPERATING,4,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5782,SHIP OPERATING,4,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0701,VETERINARY MEDICAL SCIENCE,4,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1560,DATA SCIENCE SERIES,4,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,6907,MATERIALS HANDLER,4,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5301,MISC INDUSTRIAL EQUIPMENT MAINTENANCE,4,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0855,ELECTRONICS ENGINEERING,4,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1412,TECHNICAL INFORMATION SERVICES,3,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1071,AUDIOVISUAL PRODUCTION,3,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,*,INVALID,3,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5737,LOCOMOTIVE ENGINEERING,3,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0335,COMPUTER CLERK AND ASSISTANT,3,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0505,FINANCIAL MANAGEMENT,3,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,2606,ELECTRONIC INDUSTRIAL CONTROLS MECHANIC,3,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0089,EMERGENCY MANAGEMENT SPECIALIST,3,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0455,RANGE TECHNICIAN,3,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0342,SUPPORT SERVICES ADMINISTRATION,3,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0850,ELECTRICAL ENGINEERING,3,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0199,SOCIAL SCIENCE STUDENT TRAINEE,3,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1411,LIBRARY TECHNICIAN,3,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1106,PROCUREMENT CLERICAL AND TECHNICIAN,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1530,STATISTICS,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1082,WRITING AND EDITING,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0180,PSYCHOLOGY,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5201,MISCELLANEOUS OCCUPATIONS,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1810,GENERAL INVESTIGATION,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0344,MANAGEMENT AND PROGRAM CLERICAL AND ASSISTANCE,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0525,ACCOUNTING TECHNICIAN,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,2102,TRANSPORTATION CLERK AND ASSISTANT,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5220,SHIPWRIGHT,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0390,TELECOMMUNICATIONS PROCESSING,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,2604,ELECTRONICS MECHANIC,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5738,RAILROAD MAINTENANCE VEHICLE OPERATING,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,6904,TOOLS AND PARTS ATTENDING,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1171,APPRAISING,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1105,PURCHASING,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0308,RECORDS AND INFORMATION MANAGEMENT,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1410,LIBRARIAN,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0019,SAFETY TECHNICIAN,2,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1320,CHEMISTRY,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0399,ADMINISTRATION AND OFFICE SUPPORT STUDENT TRAINEE,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,2854,ELECTRICAL EQUIPMENT REPAIRER,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0086,SECURITY CLERICAL AND ASSISTANCE,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,4804,LOCKSMITHING,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5002,FARMING,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,3101,MISC FABRIC AND LEATHER WORK,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1060,PHOTOGRAPHY,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0881,PETROLEUM ENGINEERING,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5309,HEATING & BOILER PLANT EQUIPMT MECHANIC,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5323,OILING AND GREASING,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5876,ELECTROMOTIVE EQUIPMENT MECHANIC,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0880,MINING ENGINEERING,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5313,ELEVATOR MECHANIC,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,3806,SHEET METAL MECHANIC,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1104,PROPERTY DISPOSAL,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1630,CEMETERY ADMINISTRATION SERVICES,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0690,INDUSTRIAL HYGIENE,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0688,SANITARIAN,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,2150,TRANSPORTATION OPERATIONS,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0186,SOCIAL SERVICES AID AND ASSISTANT,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0986,LEGAL ASSISTANCE,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0899,ENGINEERING AND ARCHITECTURE STUDENT TRAINEE,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0454,RANGELAND MANAGEMENT,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,4741,GENERAL EQUIPMENT OPERATING,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,3414,MACHINING,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1102,CONTRACTING,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1341,METEOROLOGICAL TECHNICIAN,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1360,OCEANOGRAPHY,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0679,MEDICAL SUPPORT ASSISTANCE,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5401,MISC INDUSTRIAL EQUIPMENT OPERATION,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0698,ENVIRONMENTAL HEALTH TECHNICIAN,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,5806,MOBILE EQUIPMENT SERVICING,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,3501,MISC GENERAL SERVICES AND SUPPORT WORK,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,1910,QUALITY ASSURANCE,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0188,RECREATION SPECIALIST,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
NPS,0394,COMMUNICATIONS CLERICAL,1,202509,"OPM Federal Workforce Data, employment 2025-09 v3 (data.opm.gov/api/v1/files/employment/2025/09/3)"
